"time","Presens_data.pH_value","position"
"2021-09-15T15:27:26.000Z","6.96","37"
"2021-09-15T15:27:26.000Z","7.02","38"
"2021-09-15T15:27:26.000Z","6.95","39"
"2021-09-15T15:27:26.000Z","6.88","4"
"2021-09-15T15:27:26.000Z","6.91","40"
"2021-09-15T15:27:26.000Z","6.71","41"
"2021-09-15T15:27:26.000Z","6.95","42"
"2021-09-15T15:27:26.000Z","6.9","43"
"2021-09-15T15:27:26.000Z","6.76","44"
"2021-09-15T15:27:26.000Z","6.71","45"
"2021-09-15T15:27:26.000Z","6.8","46"
"2021-09-15T15:27:26.000Z","6.74","47"
"2021-09-15T15:27:26.000Z","6.85","5"
"2021-09-15T15:27:26.000Z","6.92","6"
"2021-09-15T15:27:26.000Z","6.92","7"
"2021-09-15T15:27:26.000Z","6.91","8"
"2021-09-15T15:27:26.000Z","6.97","9"
"2021-09-15T15:28:27.000Z","6.86","0"
"2021-09-15T15:28:27.000Z","6.89","1"
"2021-09-15T15:28:27.000Z","6.9","10"
"2021-09-15T15:28:27.000Z","6.94","11"
"2021-09-15T15:28:27.000Z","6.9","12"
"2021-09-15T15:28:27.000Z","6.88","13"
"2021-09-15T15:28:27.000Z","6.93","14"
"2021-09-15T15:28:27.000Z","6.97","15"
"2021-09-15T15:28:27.000Z","6.92","16"
"2021-09-15T15:28:27.000Z","6.95","17"
"2021-09-15T15:28:27.000Z","7.02","18"
"2021-09-15T15:28:27.000Z","7.07","19"
"2021-09-15T15:28:27.000Z","6.99","2"
"2021-09-15T15:28:27.000Z","6.92","20"
"2021-09-15T15:28:27.000Z","6.95","21"
"2021-09-15T15:28:27.000Z","6.98","22"
"2021-09-15T15:28:27.000Z","6.99","23"
"2021-09-15T15:28:27.000Z","6.94","24"
"2021-09-15T15:28:27.000Z","6.86","25"
"2021-09-15T15:28:27.000Z","6.97","26"
"2021-09-15T15:28:27.000Z","6.94","27"
"2021-09-15T15:28:27.000Z","6.99","28"
"2021-09-15T15:28:27.000Z","6.97","29"
"2021-09-15T15:28:27.000Z","6.98","3"
"2021-09-15T15:28:27.000Z","6.82","30"
"2021-09-15T15:28:27.000Z","6.88","31"
"2021-09-15T15:28:27.000Z","7.02","32"
"2021-09-15T15:28:27.000Z","7.08","33"
"2021-09-15T15:28:27.000Z","7.05","34"
"2021-09-15T15:28:27.000Z","7.03","35"
"2021-09-15T15:28:27.000Z","7.01","36"
"2021-09-15T15:28:27.000Z","6.99","37"
"2021-09-15T15:28:27.000Z","7.04","38"
"2021-09-15T15:28:27.000Z","6.97","39"
"2021-09-15T15:28:27.000Z","6.9","4"
"2021-09-15T15:28:27.000Z","6.97","40"
"2021-09-15T15:28:27.000Z","6.8","41"
"2021-09-15T15:28:27.000Z","6.99","42"
"2021-09-15T15:28:27.000Z","6.94","43"
"2021-09-15T15:28:27.000Z","6.83","44"
"2021-09-15T15:28:27.000Z","6.78","45"
"2021-09-15T15:28:27.000Z","6.86","46"
"2021-09-15T15:28:27.000Z","6.81","47"
"2021-09-15T15:28:27.000Z","6.87","5"
"2021-09-15T15:28:27.000Z","6.93","6"
"2021-09-15T15:28:27.000Z","6.94","7"
"2021-09-15T15:28:27.000Z","6.93","8"
"2021-09-15T15:28:27.000Z","6.99","9"
"2021-09-15T15:29:27.000Z","6.88","0"
"2021-09-15T15:29:27.000Z","6.91","1"
"2021-09-15T15:29:27.000Z","6.92","10"
"2021-09-15T15:29:27.000Z","6.95","11"
"2021-09-15T15:29:27.000Z","6.91","12"
"2021-09-15T15:29:27.000Z","6.89","13"
"2021-09-15T15:29:27.000Z","6.95","14"
"2021-09-15T15:29:27.000Z","6.98","15"
"2021-09-15T15:29:27.000Z","6.93","16"
"2021-09-15T15:29:27.000Z","6.96","17"
"2021-09-15T15:29:27.000Z","7.03","18"
"2021-09-15T15:29:27.000Z","7.09","19"
"2021-09-15T15:29:27.000Z","7","2"
"2021-09-15T15:29:27.000Z","6.93","20"
"2021-09-15T15:29:27.000Z","6.96","21"
"2021-09-15T15:29:27.000Z","7","22"
"2021-09-15T15:29:27.000Z","7","23"
"2021-09-15T15:29:27.000Z","6.96","24"
"2021-09-15T15:29:27.000Z","6.87","25"
"2021-09-15T15:29:27.000Z","6.98","26"
"2021-09-15T15:29:27.000Z","6.95","27"
"2021-09-15T15:29:27.000Z","7","28"
"2021-09-15T15:29:27.000Z","6.99","29"
"2021-09-15T15:29:27.000Z","7","3"
"2021-09-15T15:29:27.000Z","6.84","30"
"2021-09-15T15:29:27.000Z","6.89","31"
"2021-09-15T15:29:27.000Z","7.03","32"
"2021-09-15T15:29:27.000Z","7.1","33"
"2021-09-15T15:29:27.000Z","7.06","34"
"2021-09-15T15:29:27.000Z","7.05","35"
"2021-09-15T15:29:27.000Z","7.03","36"
"2021-09-15T15:29:27.000Z","7.01","37"
"2021-09-15T15:29:27.000Z","7.05","38"
"2021-09-15T15:29:27.000Z","6.98","39"
"2021-09-15T15:29:27.000Z","6.91","4"
"2021-09-15T15:29:27.000Z","7","40"
"2021-09-15T15:29:27.000Z","6.87","41"
"2021-09-15T15:29:27.000Z","7.02","42"
"2021-09-15T15:29:27.000Z","6.97","43"
"2021-09-15T15:29:27.000Z","6.87","44"
"2021-09-15T15:29:27.000Z","6.83","45"
"2021-09-15T15:29:27.000Z","6.89","46"
"2021-09-15T15:29:27.000Z","6.86","47"
"2021-09-15T15:29:27.000Z","6.89","5"
"2021-09-15T15:29:27.000Z","6.95","6"
"2021-09-15T15:29:27.000Z","6.95","7"
"2021-09-15T15:29:27.000Z","6.94","8"
"2021-09-15T15:29:27.000Z","7.01","9"
"2021-09-15T15:30:26.000Z","6.88","0"
"2021-09-15T15:30:26.000Z","6.92","1"
"2021-09-15T15:30:26.000Z","6.93","10"
"2021-09-15T15:30:26.000Z","6.96","11"
"2021-09-15T15:30:26.000Z","6.92","12"
"2021-09-15T15:30:26.000Z","6.9","13"
"2021-09-15T15:30:26.000Z","6.96","14"
"2021-09-15T15:30:26.000Z","6.99","15"
"2021-09-15T15:30:26.000Z","6.94","16"
"2021-09-15T15:30:26.000Z","6.97","17"
"2021-09-15T15:30:26.000Z","7.04","18"
"2021-09-15T15:30:26.000Z","7.09","19"
"2021-09-15T15:30:26.000Z","7.01","2"
"2021-09-15T15:30:26.000Z","6.94","20"
"2021-09-15T15:30:26.000Z","6.97","21"
"2021-09-15T15:30:26.000Z","7","22"
"2021-09-15T15:30:26.000Z","7.01","23"
"2021-09-15T15:30:26.000Z","6.97","24"
"2021-09-15T15:30:26.000Z","6.88","25"
"2021-09-15T15:30:26.000Z","6.99","26"
"2021-09-15T15:30:26.000Z","6.96","27"
"2021-09-15T15:30:26.000Z","7.01","28"
"2021-09-15T15:30:26.000Z","6.99","29"
"2021-09-15T15:30:26.000Z","7","3"
"2021-09-15T15:30:26.000Z","6.85","30"
"2021-09-15T15:30:26.000Z","6.9","31"
"2021-09-15T15:30:26.000Z","7.03","32"
"2021-09-15T15:30:26.000Z","7.1","33"
"2021-09-15T15:30:26.000Z","7.07","34"
"2021-09-15T15:30:26.000Z","7.06","35"
"2021-09-15T15:30:26.000Z","7.04","36"
"2021-09-15T15:30:26.000Z","7.03","37"
"2021-09-15T15:30:26.000Z","7.06","38"
"2021-09-15T15:30:26.000Z","6.98","39"
"2021-09-15T15:30:26.000Z","6.92","4"
"2021-09-15T15:30:26.000Z","7.02","40"
"2021-09-15T15:30:26.000Z","6.91","41"
"2021-09-15T15:30:26.000Z","7.04","42"
"2021-09-15T15:30:26.000Z","6.99","43"
"2021-09-15T15:30:26.000Z","6.9","44"
"2021-09-15T15:30:26.000Z","6.87","45"
"2021-09-15T15:30:26.000Z","6.92","46"
"2021-09-15T15:30:26.000Z","6.88","47"
"2021-09-15T15:30:26.000Z","6.89","5"
"2021-09-15T15:30:26.000Z","6.95","6"
"2021-09-15T15:30:26.000Z","6.96","7"
"2021-09-15T15:30:26.000Z","6.95","8"
"2021-09-15T15:30:26.000Z","7.01","9"
"2021-09-15T15:31:26.000Z","6.89","0"
"2021-09-15T15:31:26.000Z","6.92","1"
"2021-09-15T15:31:26.000Z","6.93","10"
"2021-09-15T15:31:26.000Z","6.96","11"
"2021-09-15T15:31:26.000Z","6.92","12"
"2021-09-15T15:31:26.000Z","6.9","13"
"2021-09-15T15:31:26.000Z","6.96","14"
"2021-09-15T15:31:26.000Z","7","15"
"2021-09-15T15:31:26.000Z","6.94","16"
"2021-09-15T15:31:26.000Z","6.97","17"
"2021-09-15T15:31:26.000Z","7.04","18"
"2021-09-15T15:31:26.000Z","7.1","19"
"2021-09-15T15:31:26.000Z","7.02","2"
"2021-09-15T15:31:26.000Z","6.95","20"
"2021-09-15T15:31:26.000Z","6.97","21"
"2021-09-15T15:31:26.000Z","7.01","22"
"2021-09-15T15:31:26.000Z","7.01","23"
"2021-09-15T15:31:26.000Z","6.98","24"
"2021-09-15T15:31:26.000Z","6.89","25"
"2021-09-15T15:31:26.000Z","7","26"
"2021-09-15T15:31:26.000Z","6.96","27"
"2021-09-15T15:31:26.000Z","7.02","28"
"2021-09-15T15:31:26.000Z","7","29"
"2021-09-15T15:31:26.000Z","7.01","3"
"2021-09-15T15:31:26.000Z","6.86","30"
"2021-09-15T15:31:26.000Z","6.9","31"
"2021-09-15T15:31:26.000Z","7.04","32"
"2021-09-15T15:31:26.000Z","7.11","33"
"2021-09-15T15:31:26.000Z","7.07","34"
"2021-09-15T15:31:26.000Z","7.06","35"
"2021-09-15T15:31:26.000Z","7.05","36"
"2021-09-15T15:31:26.000Z","7.03","37"
"2021-09-15T15:31:26.000Z","7.06","38"
"2021-09-15T15:31:26.000Z","6.99","39"
"2021-09-15T15:31:26.000Z","6.92","4"
"2021-09-15T15:31:26.000Z","7.04","40"
"2021-09-15T15:31:26.000Z","6.94","41"
"2021-09-15T15:31:26.000Z","7.04","42"
"2021-09-15T15:31:26.000Z","7","43"
"2021-09-15T15:31:26.000Z","6.92","44"
"2021-09-15T15:31:26.000Z","6.89","45"
"2021-09-15T15:31:26.000Z","6.94","46"
"2021-09-15T15:31:26.000Z","6.9","47"
"2021-09-15T15:31:26.000Z","6.9","5"
"2021-09-15T15:31:26.000Z","6.96","6"
"2021-09-15T15:31:26.000Z","6.97","7"
"2021-09-15T15:31:26.000Z","6.95","8"
"2021-09-15T15:31:26.000Z","7.02","9"
"2021-09-15T15:32:25.000Z","6.89","0"
"2021-09-15T15:32:25.000Z","6.93","1"
"2021-09-15T15:32:25.000Z","6.94","10"
"2021-09-15T15:32:25.000Z","6.96","11"
"2021-09-15T15:32:25.000Z","6.93","12"
"2021-09-15T15:32:25.000Z","6.91","13"
"2021-09-15T15:32:25.000Z","6.96","14"
"2021-09-15T15:32:25.000Z","7","15"
"2021-09-15T15:32:25.000Z","6.94","16"
"2021-09-15T15:32:25.000Z","6.97","17"
"2021-09-15T15:32:25.000Z","7.05","18"
"2021-09-15T15:32:25.000Z","7.1","19"
"2021-09-15T15:32:25.000Z","7.02","2"
"2021-09-15T15:32:25.000Z","6.95","20"
"2021-09-15T15:32:25.000Z","6.98","21"
"2021-09-15T15:32:25.000Z","7.01","22"
"2021-09-15T15:32:25.000Z","7.02","23"
"2021-09-15T15:32:25.000Z","6.98","24"
"2021-09-15T15:32:25.000Z","6.89","25"
"2021-09-15T15:32:25.000Z","7","26"
"2021-09-15T15:32:25.000Z","6.96","27"
"2021-09-15T15:32:25.000Z","7.02","28"
"2021-09-15T15:32:25.000Z","7","29"
"2021-09-15T15:32:25.000Z","7.01","3"
"2021-09-15T15:32:25.000Z","6.87","30"
"2021-09-15T15:32:25.000Z","6.91","31"
"2021-09-15T15:32:25.000Z","7.04","32"
"2021-09-15T15:32:25.000Z","7.11","33"
"2021-09-15T15:32:25.000Z","7.07","34"
"2021-09-15T15:32:25.000Z","7.07","35"
"2021-09-15T15:32:25.000Z","7.05","36"
"2021-09-15T15:32:25.000Z","7.04","37"
"2021-09-15T15:32:25.000Z","7.07","38"
"2021-09-15T15:32:25.000Z","6.99","39"
"2021-09-15T15:32:25.000Z","6.93","4"
"2021-09-15T15:32:25.000Z","7.05","40"
"2021-09-15T15:32:25.000Z","6.96","41"
"2021-09-15T15:32:25.000Z","7.05","42"
"2021-09-15T15:32:25.000Z","7.01","43"
"2021-09-15T15:32:25.000Z","6.93","44"
"2021-09-15T15:32:25.000Z","6.91","45"
"2021-09-15T15:32:25.000Z","6.95","46"
"2021-09-15T15:32:25.000Z","6.92","47"
"2021-09-15T15:32:25.000Z","6.9","5"
"2021-09-15T15:32:25.000Z","6.96","6"
"2021-09-15T15:32:25.000Z","6.97","7"
"2021-09-15T15:32:25.000Z","6.96","8"
"2021-09-15T15:32:25.000Z","7.02","9"
"2021-09-15T15:33:25.000Z","6.9","0"
"2021-09-15T15:33:25.000Z","6.93","1"
"2021-09-15T15:33:25.000Z","6.94","10"
"2021-09-15T15:33:25.000Z","6.97","11"
"2021-09-15T15:33:25.000Z","6.93","12"
"2021-09-15T15:33:25.000Z","6.91","13"
"2021-09-15T15:33:25.000Z","6.97","14"
"2021-09-15T15:33:25.000Z","7","15"
"2021-09-15T15:33:25.000Z","6.95","16"
"2021-09-15T15:33:25.000Z","6.98","17"
"2021-09-15T15:33:25.000Z","7.05","18"
"2021-09-15T15:33:25.000Z","7.11","19"
"2021-09-15T15:33:25.000Z","7.03","2"
"2021-09-15T15:33:25.000Z","6.95","20"
"2021-09-15T15:33:25.000Z","6.98","21"
"2021-09-15T15:33:25.000Z","7.01","22"
"2021-09-15T15:33:25.000Z","7.02","23"
"2021-09-15T15:33:25.000Z","6.99","24"
"2021-09-15T15:33:25.000Z","6.89","25"
"2021-09-15T15:33:25.000Z","7.01","26"
"2021-09-15T15:33:25.000Z","6.97","27"
"2021-09-15T15:33:25.000Z","7.03","28"
"2021-09-15T15:33:25.000Z","7.01","29"
"2021-09-15T15:33:25.000Z","7.02","3"
"2021-09-15T15:33:25.000Z","6.87","30"
"2021-09-15T15:33:25.000Z","6.91","31"
"2021-09-15T15:33:25.000Z","7.04","32"
"2021-09-15T15:33:25.000Z","7.12","33"
"2021-09-15T15:33:25.000Z","7.07","34"
"2021-09-15T15:33:25.000Z","7.07","35"
"2021-09-15T15:33:25.000Z","7.06","36"
"2021-09-15T15:33:25.000Z","7.05","37"
"2021-09-15T15:33:25.000Z","7.07","38"
"2021-09-15T15:33:25.000Z","6.99","39"
"2021-09-15T15:33:25.000Z","6.93","4"
"2021-09-15T15:33:25.000Z","7.06","40"
"2021-09-15T15:33:25.000Z","6.98","41"
"2021-09-15T15:33:25.000Z","7.06","42"
"2021-09-15T15:33:25.000Z","7.01","43"
"2021-09-15T15:33:25.000Z","6.94","44"
"2021-09-15T15:33:25.000Z","6.92","45"
"2021-09-15T15:33:25.000Z","6.96","46"
"2021-09-15T15:33:25.000Z","6.92","47"
"2021-09-15T15:33:25.000Z","6.9","5"
"2021-09-15T15:33:25.000Z","6.96","6"
"2021-09-15T15:33:25.000Z","6.97","7"
"2021-09-15T15:33:25.000Z","6.96","8"
"2021-09-15T15:33:25.000Z","7.02","9"
"2021-09-15T15:34:24.000Z","6.9","0"
"2021-09-15T15:34:24.000Z","6.93","1"
"2021-09-15T15:34:24.000Z","6.95","10"
"2021-09-15T15:34:24.000Z","6.97","11"
"2021-09-15T15:34:24.000Z","6.93","12"
"2021-09-15T15:34:24.000Z","6.91","13"
"2021-09-15T15:34:24.000Z","6.97","14"
"2021-09-15T15:34:24.000Z","7","15"
"2021-09-15T15:34:24.000Z","6.95","16"
"2021-09-15T15:34:24.000Z","6.98","17"
"2021-09-15T15:34:24.000Z","7.05","18"
"2021-09-15T15:34:24.000Z","7.11","19"
"2021-09-15T15:34:24.000Z","7.03","2"
"2021-09-15T15:34:24.000Z","6.96","20"
"2021-09-15T15:34:24.000Z","6.98","21"
"2021-09-15T15:34:24.000Z","7.02","22"
"2021-09-15T15:34:24.000Z","7.02","23"
"2021-09-15T15:34:24.000Z","6.99","24"
"2021-09-15T15:34:24.000Z","6.9","25"
"2021-09-15T15:34:24.000Z","7.01","26"
"2021-09-15T15:34:24.000Z","6.97","27"
"2021-09-15T15:34:24.000Z","7.03","28"
"2021-09-15T15:34:24.000Z","7.01","29"
"2021-09-15T15:34:24.000Z","7.02","3"
"2021-09-15T15:34:24.000Z","6.87","30"
"2021-09-15T15:34:24.000Z","6.91","31"
"2021-09-15T15:34:24.000Z","7.05","32"
"2021-09-15T15:34:24.000Z","7.12","33"
"2021-09-15T15:34:24.000Z","7.08","34"
"2021-09-15T15:34:24.000Z","7.08","35"
"2021-09-15T15:34:24.000Z","7.06","36"
"2021-09-15T15:34:24.000Z","7.05","37"
"2021-09-15T15:34:24.000Z","7.07","38"
"2021-09-15T15:34:24.000Z","6.99","39"
"2021-09-15T15:34:24.000Z","6.93","4"
"2021-09-15T15:34:24.000Z","7.07","40"
"2021-09-15T15:34:24.000Z","6.99","41"
"2021-09-15T15:34:24.000Z","7.06","42"
"2021-09-15T15:34:24.000Z","7.01","43"
"2021-09-15T15:34:24.000Z","6.94","44"
"2021-09-15T15:34:24.000Z","6.93","45"
"2021-09-15T15:34:24.000Z","6.96","46"
"2021-09-15T15:34:24.000Z","6.93","47"
"2021-09-15T15:34:24.000Z","6.91","5"
"2021-09-15T15:34:24.000Z","6.96","6"
"2021-09-15T15:34:24.000Z","6.97","7"
"2021-09-15T15:34:24.000Z","6.96","8"
"2021-09-15T15:34:24.000Z","7.02","9"
"2021-09-15T15:35:24.000Z","6.9","0"
"2021-09-15T15:35:24.000Z","6.93","1"
"2021-09-15T15:35:24.000Z","6.95","10"
"2021-09-15T15:35:24.000Z","6.97","11"
"2021-09-15T15:35:24.000Z","6.94","12"
"2021-09-15T15:35:24.000Z","6.91","13"
"2021-09-15T15:35:24.000Z","6.97","14"
"2021-09-15T15:35:24.000Z","7","15"
"2021-09-15T15:35:24.000Z","6.95","16"
"2021-09-15T15:35:24.000Z","6.98","17"
"2021-09-15T15:35:24.000Z","7.05","18"
"2021-09-15T15:35:24.000Z","7.11","19"
"2021-09-15T15:35:24.000Z","7.03","2"
"2021-09-15T15:35:24.000Z","6.96","20"
"2021-09-15T15:35:24.000Z","6.98","21"
"2021-09-15T15:35:24.000Z","7.02","22"
"2021-09-15T15:35:24.000Z","7.02","23"
"2021-09-15T15:35:24.000Z","6.99","24"
"2021-09-15T15:35:24.000Z","6.9","25"
"2021-09-15T15:35:24.000Z","7.01","26"
"2021-09-15T15:35:24.000Z","6.97","27"
"2021-09-15T15:35:24.000Z","7.03","28"
"2021-09-15T15:35:24.000Z","7.01","29"
"2021-09-15T15:35:24.000Z","7.02","3"
"2021-09-15T15:35:24.000Z","6.88","30"
"2021-09-15T15:35:24.000Z","6.91","31"
"2021-09-15T15:35:24.000Z","7.05","32"
"2021-09-15T15:35:24.000Z","7.12","33"
"2021-09-15T15:35:24.000Z","7.08","34"
"2021-09-15T15:35:24.000Z","7.08","35"
"2021-09-15T15:35:24.000Z","7.06","36"
"2021-09-15T15:35:24.000Z","7.06","37"
