"time","Presens_data.pH_value","position"
"2021-09-22T15:29:15.000Z","7","25"
"2021-09-22T15:29:15.000Z","7.04","26"
"2021-09-22T15:29:15.000Z","7.07","27"
"2021-09-22T15:29:15.000Z","7.06","28"
"2021-09-22T15:29:15.000Z","7.04","29"
"2021-09-22T15:29:15.000Z","7.05","3"
"2021-09-22T15:29:15.000Z","6.97","30"
"2021-09-22T15:29:15.000Z","7.01","31"
"2021-09-22T15:29:15.000Z","6.99","32"
"2021-09-22T15:29:15.000Z","7.05","33"
"2021-09-22T15:29:15.000Z","7.02","34"
"2021-09-22T15:29:15.000Z","7.08","35"
"2021-09-22T15:29:15.000Z","7.02","36"
"2021-09-22T15:29:15.000Z","7.01","37"
"2021-09-22T15:29:15.000Z","7.09","38"
"2021-09-22T15:29:15.000Z","6.99","39"
"2021-09-22T15:29:15.000Z","7.08","4"
"2021-09-22T15:29:15.000Z","6.96","40"
"2021-09-22T15:29:15.000Z","6.94","41"
"2021-09-22T15:29:15.000Z","6.97","42"
"2021-09-22T15:29:15.000Z","6.88","43"
"2021-09-22T15:29:15.000Z","7.02","44"
"2021-09-22T15:29:15.000Z","6.99","45"
"2021-09-22T15:29:15.000Z","6.98","46"
"2021-09-22T15:29:15.000Z","7.06","47"
"2021-09-22T15:29:15.000Z","7.01","5"
"2021-09-22T15:29:15.000Z","6.93","6"
"2021-09-22T15:29:15.000Z","6.95","7"
"2021-09-22T15:29:15.000Z","6.93","8"
"2021-09-22T15:29:15.000Z","6.98","9"
"2021-09-22T15:30:15.000Z","7.02","0"
"2021-09-22T15:30:15.000Z","6.96","1"
"2021-09-22T15:30:15.000Z","6.95","10"
"2021-09-22T15:30:15.000Z","6.92","11"
"2021-09-22T15:30:15.000Z","6.95","12"
"2021-09-22T15:30:15.000Z","6.93","13"
"2021-09-22T15:30:15.000Z","6.96","14"
"2021-09-22T15:30:15.000Z","7","15"
"2021-09-22T15:30:15.000Z","7.08","16"
"2021-09-22T15:30:15.000Z","7.12","17"
"2021-09-22T15:30:15.000Z","7.02","18"
"2021-09-22T15:30:15.000Z","7.01","19"
"2021-09-22T15:30:15.000Z","7.03","2"
"2021-09-22T15:30:15.000Z","6.98","20"
"2021-09-22T15:30:15.000Z","7.01","21"
"2021-09-22T15:30:15.000Z","7.06","22"
"2021-09-22T15:30:15.000Z","7.04","23"
"2021-09-22T15:30:15.000Z","7.08","24"
"2021-09-22T15:30:15.000Z","7.01","25"
"2021-09-22T15:30:15.000Z","7.05","26"
"2021-09-22T15:30:15.000Z","7.07","27"
"2021-09-22T15:30:15.000Z","7.07","28"
"2021-09-22T15:30:15.000Z","7.05","29"
"2021-09-22T15:30:15.000Z","7.05","3"
"2021-09-22T15:30:15.000Z","6.97","30"
"2021-09-22T15:30:15.000Z","7.02","31"
"2021-09-22T15:30:15.000Z","7","32"
"2021-09-22T15:30:15.000Z","7.05","33"
"2021-09-22T15:30:15.000Z","7.03","34"
"2021-09-22T15:30:15.000Z","7.08","35"
"2021-09-22T15:30:15.000Z","7.03","36"
"2021-09-22T15:30:15.000Z","7.02","37"
"2021-09-22T15:30:15.000Z","7.09","38"
"2021-09-22T15:30:15.000Z","6.99","39"
"2021-09-22T15:30:15.000Z","7.08","4"
"2021-09-22T15:30:15.000Z","6.97","40"
"2021-09-22T15:30:15.000Z","6.96","41"
"2021-09-22T15:30:15.000Z","6.99","42"
"2021-09-22T15:30:15.000Z","6.91","43"
"2021-09-22T15:30:15.000Z","7.03","44"
"2021-09-22T15:30:15.000Z","7","45"
"2021-09-22T15:30:15.000Z","7.01","46"
"2021-09-22T15:30:15.000Z","7.06","47"
"2021-09-22T15:30:15.000Z","7.02","5"
"2021-09-22T15:30:15.000Z","6.93","6"
"2021-09-22T15:30:15.000Z","6.95","7"
"2021-09-22T15:30:15.000Z","6.93","8"
"2021-09-22T15:30:15.000Z","6.99","9"
"2021-09-22T15:31:15.000Z","7.02","0"
"2021-09-22T15:31:15.000Z","6.97","1"
"2021-09-22T15:31:15.000Z","6.95","10"
"2021-09-22T15:31:15.000Z","6.93","11"
"2021-09-22T15:31:15.000Z","6.96","12"
"2021-09-22T15:31:15.000Z","6.93","13"
"2021-09-22T15:31:15.000Z","6.96","14"
"2021-09-22T15:31:15.000Z","7","15"
"2021-09-22T15:31:15.000Z","7.08","16"
"2021-09-22T15:31:15.000Z","7.13","17"
"2021-09-22T15:31:15.000Z","7.02","18"
"2021-09-22T15:31:15.000Z","7.02","19"
"2021-09-22T15:31:15.000Z","7.04","2"
"2021-09-22T15:31:15.000Z","6.98","20"
"2021-09-22T15:31:15.000Z","7.02","21"
"2021-09-22T15:31:15.000Z","7.07","22"
"2021-09-22T15:31:15.000Z","7.04","23"
"2021-09-22T15:31:15.000Z","7.08","24"
"2021-09-22T15:31:15.000Z","7.01","25"
"2021-09-22T15:31:15.000Z","7.05","26"
"2021-09-22T15:31:15.000Z","7.08","27"
"2021-09-22T15:31:15.000Z","7.07","28"
"2021-09-22T15:31:15.000Z","7.05","29"
"2021-09-22T15:31:15.000Z","7.06","3"
"2021-09-22T15:31:15.000Z","6.98","30"
"2021-09-22T15:31:15.000Z","7.02","31"
"2021-09-22T15:31:15.000Z","7.01","32"
"2021-09-22T15:31:15.000Z","7.06","33"
"2021-09-22T15:31:15.000Z","7.03","34"
"2021-09-22T15:31:15.000Z","7.08","35"
"2021-09-22T15:31:15.000Z","7.03","36"
"2021-09-22T15:31:15.000Z","7.02","37"
"2021-09-22T15:31:15.000Z","7.09","38"
"2021-09-22T15:31:15.000Z","7","39"
"2021-09-22T15:31:15.000Z","7.08","4"
"2021-09-22T15:31:15.000Z","6.98","40"
"2021-09-22T15:31:15.000Z","6.97","41"
"2021-09-22T15:31:15.000Z","7","42"
"2021-09-22T15:31:15.000Z","6.93","43"
"2021-09-22T15:31:15.000Z","7.03","44"
"2021-09-22T15:31:15.000Z","7.01","45"
"2021-09-22T15:31:15.000Z","7.03","46"
"2021-09-22T15:31:15.000Z","7.06","47"
"2021-09-22T15:31:15.000Z","7.02","5"
"2021-09-22T15:31:15.000Z","6.94","6"
"2021-09-22T15:31:15.000Z","6.95","7"
"2021-09-22T15:31:15.000Z","6.94","8"
"2021-09-22T15:31:15.000Z","6.99","9"
"2021-09-22T15:32:14.000Z","7.02","0"
"2021-09-22T15:32:14.000Z","6.97","1"
"2021-09-22T15:32:14.000Z","6.96","10"
"2021-09-22T15:32:14.000Z","6.93","11"
"2021-09-22T15:32:14.000Z","6.96","12"
"2021-09-22T15:32:14.000Z","6.93","13"
"2021-09-22T15:32:14.000Z","6.96","14"
"2021-09-22T15:32:14.000Z","7","15"
"2021-09-22T15:32:14.000Z","7.08","16"
"2021-09-22T15:32:14.000Z","7.13","17"
"2021-09-22T15:32:14.000Z","7.03","18"
"2021-09-22T15:32:14.000Z","7.02","19"
"2021-09-22T15:32:14.000Z","7.04","2"
"2021-09-22T15:32:14.000Z","6.98","20"
"2021-09-22T15:32:14.000Z","7.02","21"
"2021-09-22T15:32:14.000Z","7.07","22"
"2021-09-22T15:32:14.000Z","7.04","23"
"2021-09-22T15:32:14.000Z","7.08","24"
"2021-09-22T15:32:14.000Z","7.01","25"
"2021-09-22T15:32:14.000Z","7.06","26"
"2021-09-22T15:32:14.000Z","7.08","27"
"2021-09-22T15:32:14.000Z","7.07","28"
"2021-09-22T15:32:14.000Z","7.05","29"
"2021-09-22T15:32:14.000Z","7.06","3"
"2021-09-22T15:32:14.000Z","6.98","30"
"2021-09-22T15:32:14.000Z","7.02","31"
"2021-09-22T15:32:14.000Z","7.01","32"
"2021-09-22T15:32:14.000Z","7.06","33"
"2021-09-22T15:32:14.000Z","7.04","34"
"2021-09-22T15:32:14.000Z","7.08","35"
"2021-09-22T15:32:14.000Z","7.04","36"
"2021-09-22T15:32:14.000Z","7.02","37"
"2021-09-22T15:32:14.000Z","7.1","38"
"2021-09-22T15:32:14.000Z","7","39"
"2021-09-22T15:32:14.000Z","7.08","4"
"2021-09-22T15:32:14.000Z","6.98","40"
"2021-09-22T15:32:14.000Z","6.98","41"
"2021-09-22T15:32:14.000Z","7","42"
"2021-09-22T15:32:14.000Z","6.94","43"
"2021-09-22T15:32:14.000Z","7.04","44"
"2021-09-22T15:32:14.000Z","7.02","45"
"2021-09-22T15:32:14.000Z","7.04","46"
"2021-09-22T15:32:14.000Z","7.07","47"
"2021-09-22T15:32:14.000Z","7.02","5"
"2021-09-22T15:32:14.000Z","6.94","6"
"2021-09-22T15:32:14.000Z","6.95","7"
"2021-09-22T15:32:14.000Z","6.94","8"
"2021-09-22T15:32:14.000Z","6.99","9"
"2021-09-22T15:33:14.000Z","7.03","0"
"2021-09-22T15:33:14.000Z","6.97","1"
"2021-09-22T15:33:14.000Z","6.96","10"
"2021-09-22T15:33:14.000Z","6.93","11"
"2021-09-22T15:33:14.000Z","6.96","12"
"2021-09-22T15:33:14.000Z","6.93","13"
"2021-09-22T15:33:14.000Z","6.96","14"
"2021-09-22T15:33:14.000Z","7","15"
"2021-09-22T15:33:14.000Z","7.08","16"
"2021-09-22T15:33:14.000Z","7.13","17"
"2021-09-22T15:33:14.000Z","7.03","18"
"2021-09-22T15:33:14.000Z","7.02","19"
"2021-09-22T15:33:14.000Z","7.04","2"
"2021-09-22T15:33:14.000Z","6.99","20"
"2021-09-22T15:33:14.000Z","7.02","21"
"2021-09-22T15:33:14.000Z","7.07","22"
"2021-09-22T15:33:14.000Z","7.04","23"
"2021-09-22T15:33:14.000Z","7.08","24"
"2021-09-22T15:33:14.000Z","7.02","25"
"2021-09-22T15:33:14.000Z","7.06","26"
"2021-09-22T15:33:14.000Z","7.08","27"
"2021-09-22T15:33:14.000Z","7.07","28"
"2021-09-22T15:33:14.000Z","7.06","29"
"2021-09-22T15:33:14.000Z","7.06","3"
"2021-09-22T15:33:14.000Z","6.98","30"
"2021-09-22T15:33:14.000Z","7.02","31"
"2021-09-22T15:33:14.000Z","7.01","32"
"2021-09-22T15:33:14.000Z","7.06","33"
"2021-09-22T15:33:14.000Z","7.04","34"
"2021-09-22T15:33:14.000Z","7.09","35"
"2021-09-22T15:33:14.000Z","7.04","36"
"2021-09-22T15:33:14.000Z","7.02","37"
"2021-09-22T15:33:14.000Z","7.1","38"
"2021-09-22T15:33:14.000Z","7","39"
"2021-09-22T15:33:14.000Z","7.09","4"
"2021-09-22T15:33:14.000Z","6.98","40"
"2021-09-22T15:33:14.000Z","6.98","41"
"2021-09-22T15:33:14.000Z","7.01","42"
"2021-09-22T15:33:14.000Z","6.95","43"
"2021-09-22T15:33:14.000Z","7.04","44"
"2021-09-22T15:33:14.000Z","7.02","45"
"2021-09-22T15:33:14.000Z","7.05","46"
"2021-09-22T15:33:14.000Z","7.07","47"
"2021-09-22T15:33:14.000Z","7.02","5"
"2021-09-22T15:33:14.000Z","6.94","6"
"2021-09-22T15:33:14.000Z","6.95","7"
"2021-09-22T15:33:14.000Z","6.94","8"
"2021-09-22T15:33:14.000Z","6.99","9"
"2021-09-22T15:34:13.000Z","7.03","0"
"2021-09-22T15:34:13.000Z","6.97","1"
"2021-09-22T15:34:13.000Z","6.96","10"
"2021-09-22T15:34:13.000Z","6.93","11"
"2021-09-22T15:34:13.000Z","6.96","12"
"2021-09-22T15:34:13.000Z","6.94","13"
"2021-09-22T15:34:13.000Z","6.96","14"
"2021-09-22T15:34:13.000Z","7.01","15"
"2021-09-22T15:34:13.000Z","7.08","16"
"2021-09-22T15:34:13.000Z","7.13","17"
"2021-09-22T15:34:13.000Z","7.03","18"
"2021-09-22T15:34:13.000Z","7.03","19"
"2021-09-22T15:34:13.000Z","7.04","2"
"2021-09-22T15:34:13.000Z","6.99","20"
"2021-09-22T15:34:13.000Z","7.02","21"
"2021-09-22T15:34:13.000Z","7.07","22"
"2021-09-22T15:34:13.000Z","7.04","23"
"2021-09-22T15:34:13.000Z","7.08","24"
"2021-09-22T15:34:13.000Z","7.02","25"
"2021-09-22T15:34:13.000Z","7.06","26"
"2021-09-22T15:34:13.000Z","7.08","27"
"2021-09-22T15:34:13.000Z","7.08","28"
"2021-09-22T15:34:13.000Z","7.06","29"
"2021-09-22T15:34:13.000Z","7.06","3"
"2021-09-22T15:34:13.000Z","6.98","30"
"2021-09-22T15:34:13.000Z","7.03","31"
"2021-09-22T15:34:13.000Z","7.02","32"
"2021-09-22T15:34:13.000Z","7.06","33"
"2021-09-22T15:34:13.000Z","7.04","34"
"2021-09-22T15:34:13.000Z","7.09","35"
"2021-09-22T15:34:13.000Z","7.04","36"
"2021-09-22T15:34:13.000Z","7.02","37"
"2021-09-22T15:34:13.000Z","7.1","38"
"2021-09-22T15:34:13.000Z","7","39"
"2021-09-22T15:34:13.000Z","7.09","4"
"2021-09-22T15:34:13.000Z","6.99","40"
"2021-09-22T15:34:13.000Z","6.98","41"
"2021-09-22T15:34:13.000Z","7.01","42"
"2021-09-22T15:34:13.000Z","6.96","43"
"2021-09-22T15:34:13.000Z","7.04","44"
"2021-09-22T15:34:13.000Z","7.03","45"
"2021-09-22T15:34:13.000Z","7.06","46"
"2021-09-22T15:34:13.000Z","7.07","47"
"2021-09-22T15:34:13.000Z","7.02","5"
"2021-09-22T15:34:13.000Z","6.94","6"
"2021-09-22T15:34:13.000Z","6.96","7"
"2021-09-22T15:34:13.000Z","6.94","8"
"2021-09-22T15:34:13.000Z","6.99","9"
"2021-09-22T15:35:13.000Z","7.03","0"
"2021-09-22T15:35:13.000Z","6.97","1"
"2021-09-22T15:35:13.000Z","6.96","10"
"2021-09-22T15:35:13.000Z","6.93","11"
"2021-09-22T15:35:13.000Z","6.96","12"
"2021-09-22T15:35:13.000Z","6.94","13"
"2021-09-22T15:35:13.000Z","6.96","14"
"2021-09-22T15:35:13.000Z","7","15"
"2021-09-22T15:35:13.000Z","7.08","16"
"2021-09-22T15:35:13.000Z","7.13","17"
"2021-09-22T15:35:13.000Z","7.03","18"
"2021-09-22T15:35:13.000Z","7.03","19"
"2021-09-22T15:35:13.000Z","7.04","2"
"2021-09-22T15:35:13.000Z","6.99","20"
"2021-09-22T15:35:13.000Z","7.02","21"
"2021-09-22T15:35:13.000Z","7.07","22"
"2021-09-22T15:35:13.000Z","7.04","23"
"2021-09-22T15:35:13.000Z","7.08","24"
"2021-09-22T15:35:13.000Z","7.02","25"
"2021-09-22T15:35:13.000Z","7.06","26"
"2021-09-22T15:35:13.000Z","7.09","27"
"2021-09-22T15:35:13.000Z","7.08","28"
"2021-09-22T15:35:13.000Z","7.06","29"
"2021-09-22T15:35:13.000Z","7.06","3"
"2021-09-22T15:35:13.000Z","6.99","30"
"2021-09-22T15:35:13.000Z","7.03","31"
"2021-09-22T15:35:13.000Z","7.02","32"
"2021-09-22T15:35:13.000Z","7.06","33"
"2021-09-22T15:35:13.000Z","7.04","34"
"2021-09-22T15:35:13.000Z","7.09","35"
"2021-09-22T15:35:13.000Z","7.04","36"
"2021-09-22T15:35:13.000Z","7.02","37"
"2021-09-22T15:35:13.000Z","7.1","38"
"2021-09-22T15:35:13.000Z","7.01","39"
"2021-09-22T15:35:13.000Z","7.09","4"
"2021-09-22T15:35:13.000Z","6.99","40"
"2021-09-22T15:35:13.000Z","6.99","41"
"2021-09-22T15:35:13.000Z","7.01","42"
"2021-09-22T15:35:13.000Z","6.96","43"
"2021-09-22T15:35:13.000Z","7.04","44"
"2021-09-22T15:35:13.000Z","7.03","45"
"2021-09-22T15:35:13.000Z","7.06","46"
"2021-09-22T15:35:13.000Z","7.07","47"
"2021-09-22T15:35:13.000Z","7.02","5"
"2021-09-22T15:35:13.000Z","6.94","6"
"2021-09-22T15:35:13.000Z","6.96","7"
"2021-09-22T15:35:13.000Z","6.94","8"
"2021-09-22T15:35:13.000Z","7","9"
"2021-09-22T15:36:12.000Z","7.03","0"
"2021-09-22T15:36:12.000Z","6.97","1"
"2021-09-22T15:36:12.000Z","6.96","10"
"2021-09-22T15:36:12.000Z","6.93","11"
"2021-09-22T15:36:12.000Z","6.96","12"
"2021-09-22T15:36:12.000Z","6.94","13"
"2021-09-22T15:36:12.000Z","6.96","14"
"2021-09-22T15:36:12.000Z","7","15"
"2021-09-22T15:36:12.000Z","7.08","16"
"2021-09-22T15:36:12.000Z","7.13","17"
"2021-09-22T15:36:12.000Z","7.04","18"
"2021-09-22T15:36:12.000Z","7.03","19"
"2021-09-22T15:36:12.000Z","7.04","2"
"2021-09-22T15:36:12.000Z","6.99","20"
"2021-09-22T15:36:12.000Z","7.02","21"
"2021-09-22T15:36:12.000Z","7.07","22"
"2021-09-22T15:36:12.000Z","7.04","23"
"2021-09-22T15:36:12.000Z","7.09","24"
"2021-09-22T15:36:12.000Z","7.02","25"
"2021-09-22T15:36:12.000Z","7.07","26"
"2021-09-22T15:36:12.000Z","7.09","27"
"2021-09-22T15:36:12.000Z","7.08","28"
"2021-09-22T15:36:12.000Z","7.06","29"
"2021-09-22T15:36:12.000Z","7.06","3"
"2021-09-22T15:36:12.000Z","6.99","30"
"2021-09-22T15:36:12.000Z","7.03","31"
"2021-09-22T15:36:12.000Z","7.02","32"
"2021-09-22T15:36:12.000Z","7.06","33"
"2021-09-22T15:36:12.000Z","7.04","34"
"2021-09-22T15:36:12.000Z","7.09","35"
"2021-09-22T15:36:12.000Z","7.04","36"
"2021-09-22T15:36:12.000Z","7.02","37"
"2021-09-22T15:36:12.000Z","7.1","38"
"2021-09-22T15:36:12.000Z","7.01","39"
"2021-09-22T15:36:12.000Z","7.09","4"
"2021-09-22T15:36:12.000Z","6.99","40"
"2021-09-22T15:36:12.000Z","6.99","41"
"2021-09-22T15:36:12.000Z","7.01","42"
"2021-09-22T15:36:12.000Z","6.97","43"
"2021-09-22T15:36:12.000Z","7.04","44"
"2021-09-22T15:36:12.000Z","7.03","45"
"2021-09-22T15:36:12.000Z","7.06","46"
"2021-09-22T15:36:12.000Z","7.07","47"
"2021-09-22T15:36:12.000Z","7.02","5"
"2021-09-22T15:36:12.000Z","6.94","6"
"2021-09-22T15:36:12.000Z","6.96","7"
"2021-09-22T15:36:12.000Z","6.94","8"
"2021-09-22T15:36:12.000Z","7","9"
"2021-09-22T15:37:12.000Z","7.03","0"
"2021-09-22T15:37:12.000Z","6.98","1"
"2021-09-22T15:37:12.000Z","6.96","10"
"2021-09-22T15:37:12.000Z","6.93","11"
"2021-09-22T15:37:12.000Z","6.97","12"
"2021-09-22T15:37:12.000Z","6.94","13"
"2021-09-22T15:37:12.000Z","6.96","14"
"2021-09-22T15:37:12.000Z","7","15"
"2021-09-22T15:37:12.000Z","7.08","16"
"2021-09-22T15:37:12.000Z","7.14","17"
"2021-09-22T15:37:12.000Z","7.04","18"
"2021-09-22T15:37:12.000Z","7.03","19"
"2021-09-22T15:37:12.000Z","7.04","2"
"2021-09-22T15:37:12.000Z","6.99","20"
"2021-09-22T15:37:12.000Z","7.02","21"
"2021-09-22T15:37:12.000Z","7.08","22"
"2021-09-22T15:37:12.000Z","7.04","23"
"2021-09-22T15:37:12.000Z","7.09","24"
"2021-09-22T15:37:12.000Z","7.02","25"
"2021-09-22T15:37:12.000Z","7.07","26"
"2021-09-22T15:37:12.000Z","7.09","27"
"2021-09-22T15:37:12.000Z","7.08","28"
"2021-09-22T15:37:12.000Z","7.07","29"
"2021-09-22T15:37:12.000Z","7.06","3"
"2021-09-22T15:37:12.000Z","6.99","30"
"2021-09-22T15:37:12.000Z","7.03","31"
"2021-09-22T15:37:12.000Z","7.02","32"
"2021-09-22T15:37:12.000Z","7.06","33"
"2021-09-22T15:37:12.000Z","7.05","34"
"2021-09-22T15:37:12.000Z","7.09","35"
"2021-09-22T15:37:12.000Z","7.04","36"
"2021-09-22T15:37:12.000Z","7.02","37"
"2021-09-22T15:37:12.000Z","7.1","38"
