"time","Position","Readerdata.Value"
"2021-09-22T15:39:28.000Z","F2","1.208"
"2021-09-22T15:39:28.000Z","F3","1.173"
"2021-09-22T15:39:28.000Z","F4","1.155"
"2021-09-22T15:39:28.000Z","F5","1.067"
"2021-09-22T15:39:28.000Z","F6","1.176"
"2021-09-22T15:39:28.000Z","F7","0.203"
"2021-09-22T15:39:28.000Z","F8","0.2"
"2021-09-22T15:39:28.000Z","F9","0.204"
"2021-09-22T15:39:28.000Z","G1","1.163"
"2021-09-22T15:39:28.000Z","G10","0.205"
"2021-09-22T15:39:28.000Z","G11","0.197"
"2021-09-22T15:39:28.000Z","G12","0.205"
"2021-09-22T15:39:28.000Z","G2","1.151"
"2021-09-22T15:39:28.000Z","G3","1.162"
"2021-09-22T15:39:28.000Z","G4","1.191"
"2021-09-22T15:39:28.000Z","G5","1.159"
"2021-09-22T15:39:28.000Z","G6","1.146"
"2021-09-22T15:39:28.000Z","G7","0.221"
"2021-09-22T15:39:28.000Z","G8","0.196"
"2021-09-22T15:39:28.000Z","G9","0.203"
"2021-09-22T15:39:28.000Z","H1","1.088"
"2021-09-22T15:39:28.000Z","H10","0.202"
"2021-09-22T15:39:28.000Z","H11","0.188"
"2021-09-22T15:39:28.000Z","H12","0.183"
"2021-09-22T15:39:28.000Z","H2","1.183"
"2021-09-22T15:39:28.000Z","H3","1.13"
"2021-09-22T15:39:28.000Z","H4","1.156"
"2021-09-22T15:39:28.000Z","H5","1.123"
"2021-09-22T15:39:28.000Z","H6","1.119"
"2021-09-22T15:39:28.000Z","H7","0.225"
"2021-09-22T15:39:28.000Z","H8","0.208"
"2021-09-22T15:39:28.000Z","H9","0.182"
"2021-09-22T16:51:50.000Z","A1","1.209"
"2021-09-22T16:51:50.000Z","A10","0.2"
"2021-09-22T16:51:50.000Z","A11","0.205"
"2021-09-22T16:51:50.000Z","A12","0.224"
"2021-09-22T16:51:50.000Z","A2","1.146"
"2021-09-22T16:51:50.000Z","A3","1.145"
"2021-09-22T16:51:50.000Z","A4","1.148"
"2021-09-22T16:51:50.000Z","A5","1.125"
"2021-09-22T16:51:50.000Z","A6","1.219"
"2021-09-22T16:51:50.000Z","A7","0.224"
"2021-09-22T16:51:50.000Z","A8","0.222"
"2021-09-22T16:51:50.000Z","A9","0.199"
"2021-09-22T16:51:50.000Z","B1","1.186"
"2021-09-22T16:51:50.000Z","B10","0.199"
"2021-09-22T16:51:50.000Z","B11","0.206"
"2021-09-22T16:51:50.000Z","B12","0.208"
"2021-09-22T16:51:50.000Z","B2","1.186"
"2021-09-22T16:51:50.000Z","B3","1.153"
"2021-09-22T16:51:50.000Z","B4","1.216"
"2021-09-22T16:51:50.000Z","B5","1.195"
"2021-09-22T16:51:50.000Z","B6","1.165"
"2021-09-22T16:51:50.000Z","B7","0.229"
"2021-09-22T16:51:50.000Z","B8","0.196"
"2021-09-22T16:51:50.000Z","B9","0.201"
"2021-09-22T16:51:50.000Z","C1","1.165"
"2021-09-22T16:51:50.000Z","C10","0.197"
"2021-09-22T16:51:50.000Z","C11","0.197"
"2021-09-22T16:51:50.000Z","C12","0.217"
"2021-09-22T16:51:50.000Z","C2","1.128"
"2021-09-22T16:51:50.000Z","C3","1.279"
"2021-09-22T16:51:50.000Z","C4","1.206"
"2021-09-22T16:51:50.000Z","C5","1.159"
"2021-09-22T16:51:50.000Z","C6","1.263"
"2021-09-22T16:51:50.000Z","C7","0.208"
"2021-09-22T16:51:50.000Z","C8","0.195"
"2021-09-22T16:51:50.000Z","C9","0.227"
"2021-09-22T16:51:50.000Z","D1","1.192"
"2021-09-22T16:51:50.000Z","D10","0.203"
"2021-09-22T16:51:50.000Z","D11","0.215"
"2021-09-22T16:51:50.000Z","D12","0.209"
"2021-09-22T16:51:50.000Z","D2","1.128"
"2021-09-22T16:51:50.000Z","D3","1.153"
"2021-09-22T16:51:50.000Z","D4","1.224"
"2021-09-22T16:51:50.000Z","D5","1.16"
"2021-09-22T16:51:50.000Z","D6","1.207"
"2021-09-22T16:51:50.000Z","D7","0.223"
"2021-09-22T16:51:50.000Z","D8","0.188"
"2021-09-22T16:51:50.000Z","D9","0.201"
"2021-09-22T16:51:50.000Z","E1","1.238"
"2021-09-22T16:51:50.000Z","E10","0.223"
"2021-09-22T16:51:50.000Z","E11","0.223"
"2021-09-22T16:51:50.000Z","E12","0.197"
"2021-09-22T16:51:50.000Z","E2","1.166"
"2021-09-22T16:51:50.000Z","E3","1.188"
"2021-09-22T16:51:50.000Z","E4","1.201"
"2021-09-22T16:51:50.000Z","E5","1.205"
"2021-09-22T16:51:50.000Z","E6","1.139"
"2021-09-22T16:51:50.000Z","E7","0.232"
"2021-09-22T16:51:50.000Z","E8","0.215"
"2021-09-22T16:51:50.000Z","E9","0.21"
"2021-09-22T16:51:50.000Z","F1","1.175"
"2021-09-22T16:51:50.000Z","F10","0.216"
"2021-09-22T16:51:50.000Z","F11","0.229"
"2021-09-22T16:51:50.000Z","F12","0.19"
"2021-09-22T16:51:50.000Z","F2","1.207"
"2021-09-22T16:51:50.000Z","F3","1.177"
"2021-09-22T16:51:50.000Z","F4","1.195"
"2021-09-22T16:51:50.000Z","F5","1.198"
"2021-09-22T16:51:50.000Z","F6","1.131"
"2021-09-22T16:51:50.000Z","F7","0.224"
"2021-09-22T16:51:50.000Z","F8","0.227"
"2021-09-22T16:51:50.000Z","F9","0.221"
"2021-09-22T16:51:50.000Z","G1","1.133"
"2021-09-22T16:51:50.000Z","G10","0.2"
"2021-09-22T16:51:50.000Z","G11","0.224"
"2021-09-22T16:51:50.000Z","G12","0.189"
"2021-09-22T16:51:50.000Z","G2","1.18"
"2021-09-22T16:51:50.000Z","G3","1.206"
"2021-09-22T16:51:50.000Z","G4","1.191"
"2021-09-22T16:51:50.000Z","G5","1.204"
"2021-09-22T16:51:50.000Z","G6","1.13"
"2021-09-22T16:51:50.000Z","G7","0.208"
"2021-09-22T16:51:50.000Z","G8","0.215"
"2021-09-22T16:51:50.000Z","G9","0.208"
"2021-09-22T16:51:50.000Z","H1","1.134"
"2021-09-22T16:51:50.000Z","H10","0.196"
"2021-09-22T16:51:50.000Z","H11","0.202"
"2021-09-22T16:51:50.000Z","H12","0.188"
"2021-09-22T16:51:50.000Z","H2","1.219"
"2021-09-22T16:51:50.000Z","H3","1.165"
"2021-09-22T16:51:50.000Z","H4","1.175"
"2021-09-22T16:51:50.000Z","H5","1.168"
"2021-09-22T16:51:50.000Z","H6","1.122"
"2021-09-22T16:51:50.000Z","H7","0.216"
"2021-09-22T16:51:50.000Z","H8","0.217"
"2021-09-22T16:51:50.000Z","H9","0.209"
"2021-09-22T17:36:12.000Z","A1","1.182"
"2021-09-22T17:36:12.000Z","A10","0.206"
"2021-09-22T17:36:12.000Z","A11","0.217"
"2021-09-22T17:36:12.000Z","A12","0.227"
"2021-09-22T17:36:12.000Z","A2","1.198"
"2021-09-22T17:36:12.000Z","A3","1.179"
"2021-09-22T17:36:12.000Z","A4","1.173"
"2021-09-22T17:36:12.000Z","A5","1.2"
"2021-09-22T17:36:12.000Z","A6","1.23"
"2021-09-22T17:36:12.000Z","A7","0.226"
"2021-09-22T17:36:12.000Z","A8","0.205"
"2021-09-22T17:36:12.000Z","A9","0.212"
"2021-09-22T17:36:12.000Z","B1","1.25"
"2021-09-22T17:36:12.000Z","B10","0.243"
"2021-09-22T17:36:12.000Z","B11","0.205"
"2021-09-22T17:36:12.000Z","B12","0.215"
"2021-09-22T17:36:12.000Z","B2","1.277"
"2021-09-22T17:36:12.000Z","B3","1.202"
"2021-09-22T17:36:12.000Z","B4","1.327"
"2021-09-22T17:36:12.000Z","B5","1.194"
"2021-09-22T17:36:12.000Z","B6","1.248"
"2021-09-22T17:36:12.000Z","B7","0.213"
"2021-09-22T17:36:12.000Z","B8","0.225"
"2021-09-22T17:36:12.000Z","B9","0.206"
"2021-09-22T17:36:12.000Z","C1","1.177"
"2021-09-22T17:36:12.000Z","C10","0.2"
"2021-09-22T17:36:12.000Z","C11","0.224"
"2021-09-22T17:36:12.000Z","C12","0.213"
"2021-09-22T17:36:12.000Z","C2","1.228"
"2021-09-22T17:36:12.000Z","C3","1.226"
"2021-09-22T17:36:12.000Z","C4","1.183"
"2021-09-22T17:36:12.000Z","C5","1.282"
"2021-09-22T17:36:12.000Z","C6","1.242"
"2021-09-22T17:36:12.000Z","C7","0.206"
"2021-09-22T17:36:12.000Z","C8","0.201"
"2021-09-22T17:36:12.000Z","C9","0.207"
"2021-09-22T17:36:12.000Z","D1","1.27"
"2021-09-22T17:36:12.000Z","D10","0.231"
"2021-09-22T17:36:12.000Z","D11","0.218"
"2021-09-22T17:36:12.000Z","D12","0.204"
"2021-09-22T17:36:12.000Z","D2","1.287"
"2021-09-22T17:36:12.000Z","D3","1.226"
"2021-09-22T17:36:12.000Z","D4","1.262"
"2021-09-22T17:36:12.000Z","D5","1.227"
"2021-09-22T17:36:12.000Z","D6","1.25"
"2021-09-22T17:36:12.000Z","D7","0.232"
"2021-09-22T17:36:12.000Z","D8","0.222"
"2021-09-22T17:36:12.000Z","D9","0.203"
"2021-09-22T17:36:12.000Z","E1","1.199"
"2021-09-22T17:36:12.000Z","E10","0.206"
"2021-09-22T17:36:12.000Z","E11","0.237"
"2021-09-22T17:36:12.000Z","E12","0.231"
"2021-09-22T17:36:12.000Z","E2","1.316"
"2021-09-22T17:36:12.000Z","E3","1.261"
"2021-09-22T17:36:12.000Z","E4","1.201"
"2021-09-22T17:36:12.000Z","E5","1.284"
"2021-09-22T17:36:12.000Z","E6","1.268"
"2021-09-22T17:36:12.000Z","E7","0.211"
"2021-09-22T17:36:12.000Z","E8","0.264"
"2021-09-22T17:36:12.000Z","E9","0.221"
"2021-09-22T17:36:12.000Z","F1","1.259"
"2021-09-22T17:36:12.000Z","F10","0.204"
"2021-09-22T17:36:12.000Z","F11","0.221"
"2021-09-22T17:36:12.000Z","F12","0.224"
"2021-09-22T17:36:12.000Z","F2","1.306"
"2021-09-22T17:36:12.000Z","F3","1.227"
"2021-09-22T17:36:12.000Z","F4","1.224"
"2021-09-22T17:36:12.000Z","F5","1.289"
"2021-09-22T17:36:12.000Z","F6","1.238"
"2021-09-22T17:36:12.000Z","F7","0.23"
"2021-09-22T17:36:12.000Z","F8","0.234"
"2021-09-22T17:36:12.000Z","F9","0.23"
"2021-09-22T17:36:12.000Z","G1","1.217"
"2021-09-22T17:36:12.000Z","G10","0.202"
"2021-09-22T17:36:12.000Z","G11","0.222"
"2021-09-22T17:36:12.000Z","G12","0.222"
"2021-09-22T17:36:12.000Z","G2","1.237"
"2021-09-22T17:36:12.000Z","G3","1.253"
"2021-09-22T17:36:12.000Z","G4","1.197"
"2021-09-22T17:36:12.000Z","G5","1.274"
"2021-09-22T17:36:12.000Z","G6","1.239"
"2021-09-22T17:36:12.000Z","G7","0.216"
"2021-09-22T17:36:12.000Z","G8","0.208"
"2021-09-22T17:36:12.000Z","G9","0.219"
"2021-09-22T17:36:12.000Z","H1","1.279"
"2021-09-22T17:36:12.000Z","H10","0.2"
"2021-09-22T17:36:12.000Z","H11","0.207"
"2021-09-22T17:36:12.000Z","H12","0.207"
"2021-09-22T17:36:12.000Z","H2","1.181"
"2021-09-22T17:36:12.000Z","H3","1.261"
"2021-09-22T17:36:12.000Z","H4","1.192"
"2021-09-22T17:36:12.000Z","H5","1.256"
"2021-09-22T17:36:12.000Z","H6","1.185"
"2021-09-22T17:36:12.000Z","H7","0.24"
"2021-09-22T17:36:12.000Z","H8","0.188"
"2021-09-22T17:36:12.000Z","H9","0.223"
"2021-09-22T18:36:30.000Z","A1","1.242"
"2021-09-22T18:36:30.000Z","A10","0.232"
"2021-09-22T18:36:30.000Z","A11","0.237"
"2021-09-22T18:36:30.000Z","A12","0.227"
"2021-09-22T18:36:30.000Z","A2","1.241"
"2021-09-22T18:36:30.000Z","A3","1.261"
"2021-09-22T18:36:30.000Z","A4","1.222"
"2021-09-22T18:36:30.000Z","A5","1.227"
"2021-09-22T18:36:30.000Z","A6","1.259"
"2021-09-22T18:36:30.000Z","A7","0.234"
"2021-09-22T18:36:30.000Z","A8","0.254"
"2021-09-22T18:36:30.000Z","A9","0.234"
"2021-09-22T18:36:30.000Z","B1","1.265"
"2021-09-22T18:36:30.000Z","B10","0.256"
"2021-09-22T18:36:30.000Z","B11","0.254"
"2021-09-22T18:36:30.000Z","B12","0.225"
"2021-09-22T18:36:30.000Z","B2","1.277"
"2021-09-22T18:36:30.000Z","B3","1.317"
"2021-09-22T18:36:30.000Z","B4","1.272"
"2021-09-22T18:36:30.000Z","B5","1.371"
"2021-09-22T18:36:30.000Z","B6","1.33"
"2021-09-22T18:36:30.000Z","B7","0.221"
"2021-09-22T18:36:30.000Z","B8","0.225"
"2021-09-22T18:36:30.000Z","B9","0.229"
"2021-09-22T18:36:30.000Z","C1","1.222"
"2021-09-22T18:36:30.000Z","C10","0.224"
"2021-09-22T18:36:30.000Z","C11","0.222"
"2021-09-22T18:36:30.000Z","C12","0.266"
"2021-09-22T18:36:30.000Z","C2","1.237"
"2021-09-22T18:36:30.000Z","C3","1.291"
"2021-09-22T18:36:30.000Z","C4","1.257"
"2021-09-22T18:36:30.000Z","C5","1.265"
"2021-09-22T18:36:30.000Z","C6","1.395"
"2021-09-22T18:36:30.000Z","C7","0.23"
"2021-09-22T18:36:30.000Z","C8","0.206"
"2021-09-22T18:36:30.000Z","C9","0.279"
"2021-09-22T18:36:30.000Z","D1","1.296"
"2021-09-22T18:36:30.000Z","D10","0.225"
"2021-09-22T18:36:30.000Z","D11","0.214"
"2021-09-22T18:36:30.000Z","D12","0.238"
"2021-09-22T18:36:30.000Z","D2","1.223"
"2021-09-22T18:36:30.000Z","D3","1.284"
"2021-09-22T18:36:30.000Z","D4","1.3"
"2021-09-22T18:36:30.000Z","D5","1.242"
"2021-09-22T18:36:30.000Z","D6","1.343"
"2021-09-22T18:36:30.000Z","D7","0.234"
"2021-09-22T18:36:30.000Z","D8","0.223"
"2021-09-22T18:36:30.000Z","D9","0.231"
"2021-09-22T18:36:30.000Z","E1","1.321"
"2021-09-22T18:36:30.000Z","E10","0.241"
"2021-09-22T18:36:30.000Z","E11","0.242"
"2021-09-22T18:36:30.000Z","E12","0.268"
"2021-09-22T18:36:30.000Z","E2","1.223"
"2021-09-22T18:36:30.000Z","E3","1.361"
"2021-09-22T18:36:30.000Z","E4","1.341"
"2021-09-22T18:36:30.000Z","E5","1.276"
"2021-09-22T18:36:30.000Z","E6","1.323"
"2021-09-22T18:36:30.000Z","E7","0.263"
"2021-09-22T18:36:30.000Z","E8","0.222"
"2021-09-22T18:36:30.000Z","E9","0.275"
"2021-09-22T18:36:30.000Z","F1","1.289"
"2021-09-22T18:36:30.000Z","F10","0.258"
"2021-09-22T18:36:30.000Z","F11","0.233"
"2021-09-22T18:36:30.000Z","F12","0.252"
"2021-09-22T18:36:30.000Z","F2","1.304"
"2021-09-22T18:36:30.000Z","F3","1.355"
"2021-09-22T18:36:30.000Z","F4","1.296"
"2021-09-22T18:36:30.000Z","F5","1.279"
"2021-09-22T18:36:30.000Z","F6","1.335"
"2021-09-22T18:36:30.000Z","F7","0.253"
"2021-09-22T18:36:30.000Z","F8","0.233"
"2021-09-22T18:36:30.000Z","F9","0.254"
"2021-09-22T18:36:30.000Z","G1","1.239"
"2021-09-22T18:36:30.000Z","G10","0.242"
"2021-09-22T18:36:30.000Z","G11","0.233"
"2021-09-22T18:36:30.000Z","G12","0.231"
"2021-09-22T18:36:30.000Z","G2","1.236"
"2021-09-22T18:36:30.000Z","G3","1.331"
"2021-09-22T18:36:30.000Z","G4","1.315"
"2021-09-22T18:36:30.000Z","G5","1.282"
"2021-09-22T18:36:30.000Z","G6","1.326"
"2021-09-22T18:36:30.000Z","G7","0.237"
"2021-09-22T18:36:30.000Z","G8","0.227"
"2021-09-22T18:36:30.000Z","G9","0.235"
"2021-09-22T18:36:30.000Z","H1","1.219"
"2021-09-22T18:36:30.000Z","H10","0.232"
"2021-09-22T18:36:30.000Z","H11","0.25"
"2021-09-22T18:36:30.000Z","H12","0.234"
"2021-09-22T18:36:30.000Z","H2","1.22"
"2021-09-22T18:36:30.000Z","H3","1.289"
"2021-09-22T18:36:30.000Z","H4","1.277"
"2021-09-22T18:36:30.000Z","H5","1.268"
"2021-09-22T18:36:30.000Z","H6","1.269"
"2021-09-22T18:36:30.000Z","H7","0.239"
"2021-09-22T18:36:30.000Z","H8","0.228"
"2021-09-22T18:36:30.000Z","H9","0.215"
"2021-09-22T19:36:30.000Z","A1","1.28"
"2021-09-22T19:36:30.000Z","A10","0.263"
"2021-09-22T19:36:30.000Z","A11","0.248"
"2021-09-22T19:36:30.000Z","A12","0.241"
"2021-09-22T19:36:30.000Z","A2","1.306"
"2021-09-22T19:36:30.000Z","A3","1.296"
"2021-09-22T19:36:30.000Z","A4","1.358"
"2021-09-22T19:36:30.000Z","A5","1.327"
"2021-09-22T19:36:30.000Z","A6","1.324"
"2021-09-22T19:36:30.000Z","A7","0.248"
"2021-09-22T19:36:30.000Z","A8","0.25"
"2021-09-22T19:36:30.000Z","A9","0.246"
"2021-09-22T19:36:30.000Z","B1","1.313"
"2021-09-22T19:36:30.000Z","B10","0.287"
"2021-09-22T19:36:30.000Z","B11","0.242"
"2021-09-22T19:36:30.000Z","B12","0.255"
"2021-09-22T19:36:30.000Z","B2","1.362"
"2021-09-22T19:36:30.000Z","B3","1.318"
"2021-09-22T19:36:30.000Z","B4","1.319"
"2021-09-22T19:36:30.000Z","B5","1.361"
"2021-09-22T19:36:30.000Z","B6","1.353"
"2021-09-22T19:36:30.000Z","B7","0.29"
"2021-09-22T19:36:30.000Z","B8","0.245"
"2021-09-22T19:36:30.000Z","B9","0.247"
"2021-09-22T19:36:30.000Z","C1","1.288"
"2021-09-22T19:36:30.000Z","C10","0.253"
"2021-09-22T19:36:30.000Z","C11","0.239"
"2021-09-22T19:36:30.000Z","C12","0.248"
"2021-09-22T19:36:30.000Z","C2","1.296"
"2021-09-22T19:36:30.000Z","C3","1.323"
"2021-09-22T19:36:30.000Z","C4","1.355"
"2021-09-22T19:36:30.000Z","C5","1.375"
"2021-09-22T19:36:30.000Z","C6","1.374"
"2021-09-22T19:36:30.000Z","C7","0.275"
"2021-09-22T19:36:30.000Z","C8","0.237"
"2021-09-22T19:36:30.000Z","C9","0.262"
"2021-09-22T19:36:30.000Z","D1","1.429"
"2021-09-22T19:36:30.000Z","D10","0.272"
"2021-09-22T19:36:30.000Z","D11","0.249"
"2021-09-22T19:36:30.000Z","D12","0.249"
"2021-09-22T19:36:30.000Z","D2","1.309"
"2021-09-22T19:36:30.000Z","D3","1.345"
"2021-09-22T19:36:30.000Z","D4","1.406"
"2021-09-22T19:36:30.000Z","D5","1.345"
"2021-09-22T19:36:30.000Z","D6","1.414"
"2021-09-22T19:36:30.000Z","D7","0.293"
"2021-09-22T19:36:30.000Z","D8","0.243"
"2021-09-22T19:36:30.000Z","D9","0.247"
"2021-09-22T19:36:30.000Z","E1","1.354"
"2021-09-22T19:36:30.000Z","E10","0.307"
"2021-09-22T19:36:30.000Z","E11","0.301"
"2021-09-22T19:36:30.000Z","E12","0.248"
"2021-09-22T19:36:30.000Z","E2","1.35"
"2021-09-22T19:36:30.000Z","E3","1.304"
"2021-09-22T19:36:30.000Z","E4","1.382"
"2021-09-22T19:36:30.000Z","E5","1.375"
"2021-09-22T19:36:30.000Z","E6","1.372"
"2021-09-22T19:36:30.000Z","E7","0.277"
"2021-09-22T19:36:30.000Z","E8","0.251"
"2021-09-22T19:36:30.000Z","E9","0.276"
"2021-09-22T19:36:30.000Z","F1","1.361"
"2021-09-22T19:36:30.000Z","F10","0.252"
"2021-09-22T19:36:30.000Z","F11","0.259"
"2021-09-22T19:36:30.000Z","F12","0.247"
"2021-09-22T19:36:30.000Z","F2","1.347"
"2021-09-22T19:36:30.000Z","F3","1.309"
"2021-09-22T19:36:30.000Z","F4","1.369"
"2021-09-22T19:36:30.000Z","F5","1.372"
"2021-09-22T19:36:30.000Z","F6","1.364"
"2021-09-22T19:36:30.000Z","F7","0.301"
"2021-09-22T19:36:30.000Z","F8","0.259"
"2021-09-22T19:36:30.000Z","F9","0.244"
"2021-09-22T19:36:30.000Z","G1","1.288"
"2021-09-22T19:36:30.000Z","G10","0.253"
"2021-09-22T19:36:30.000Z","G11","0.263"
"2021-09-22T19:36:30.000Z","G12","0.27"
"2021-09-22T19:36:30.000Z","G2","1.328"
"2021-09-22T19:36:30.000Z","G3","1.396"
"2021-09-22T19:36:30.000Z","G4","1.392"
"2021-09-22T19:36:30.000Z","G5","1.374"
"2021-09-22T19:36:30.000Z","G6","1.433"
"2021-09-22T19:36:30.000Z","G7","0.275"
"2021-09-22T19:36:30.000Z","G8","0.264"
"2021-09-22T19:36:30.000Z","G9","0.26"
"2021-09-22T19:36:30.000Z","H1","1.303"
"2021-09-22T19:36:30.000Z","H10","0.241"
"2021-09-22T19:36:30.000Z","H11","0.257"
"2021-09-22T19:36:30.000Z","H12","0.233"
"2021-09-22T19:36:30.000Z","H2","1.313"
"2021-09-22T19:36:30.000Z","H3","1.33"
"2021-09-22T19:36:30.000Z","H4","1.327"
"2021-09-22T19:36:30.000Z","H5","1.337"
"2021-09-22T19:36:30.000Z","H6","1.346"
"2021-09-22T19:36:30.000Z","H7","0.239"
"2021-09-22T19:36:30.000Z","H8","0.236"
"2021-09-22T19:36:30.000Z","H9","0.246"
"2021-09-22T20:36:34.000Z","A1","1.347"
"2021-09-22T20:36:34.000Z","A10","0.261"
"2021-09-22T20:36:34.000Z","A11","0.267"
"2021-09-22T20:36:34.000Z","A12","0.318"
"2021-09-22T20:36:34.000Z","A2","1.381"
"2021-09-22T20:36:34.000Z","A3","1.359"
"2021-09-22T20:36:34.000Z","A4","1.35"
"2021-09-22T20:36:34.000Z","A5","1.384"
"2021-09-22T20:36:34.000Z","A6","1.387"
"2021-09-22T20:36:34.000Z","A7","0.274"
"2021-09-22T20:36:34.000Z","A8","0.256"
"2021-09-22T20:36:34.000Z","A9","0.27"
"2021-09-22T20:36:34.000Z","B1","1.444"
"2021-09-22T20:36:34.000Z","B10","0.272"
"2021-09-22T20:36:34.000Z","B11","0.3"
"2021-09-22T20:36:34.000Z","B12","0.266"
"2021-09-22T20:36:34.000Z","B2","1.353"
"2021-09-22T20:36:34.000Z","B3","1.389"
"2021-09-22T20:36:34.000Z","B4","1.438"
"2021-09-22T20:36:34.000Z","B5","1.381"
"2021-09-22T20:36:34.000Z","B6","1.447"
"2021-09-22T20:36:34.000Z","B7","0.293"
"2021-09-22T20:36:34.000Z","B8","0.29"
"2021-09-22T20:36:34.000Z","B9","0.27"
"2021-09-22T20:36:34.000Z","C1","1.338"
"2021-09-22T20:36:34.000Z","C10","0.256"
"2021-09-22T20:36:34.000Z","C11","0.282"
"2021-09-22T20:36:34.000Z","C12","0.28"
"2021-09-22T20:36:34.000Z","C2","1.404"
"2021-09-22T20:36:34.000Z","C3","1.407"
"2021-09-22T20:36:34.000Z","C4","1.379"
"2021-09-22T20:36:34.000Z","C5","1.457"
"2021-09-22T20:36:34.000Z","C6","1.438"
"2021-09-22T20:36:34.000Z","C7","0.256"
"2021-09-22T20:36:34.000Z","C8","0.262"
"2021-09-22T20:36:34.000Z","C9","0.273"
"2021-09-22T20:36:34.000Z","D1","1.399"
"2021-09-22T20:36:34.000Z","D10","0.302"
"2021-09-22T20:36:34.000Z","D11","0.27"
"2021-09-22T20:36:34.000Z","D12","0.276"
"2021-09-22T20:36:34.000Z","D2","1.377"
"2021-09-22T20:36:34.000Z","D3","1.428"
"2021-09-22T20:36:34.000Z","D4","1.434"
"2021-09-22T20:36:34.000Z","D5","1.434"
"2021-09-22T20:36:34.000Z","D6","1.486"
"2021-09-22T20:36:34.000Z","D7","0.268"
"2021-09-22T20:36:34.000Z","D8","0.255"
"2021-09-22T20:36:34.000Z","D9","0.267"
"2021-09-22T20:36:34.000Z","E1","1.405"
"2021-09-22T20:36:34.000Z","E10","0.265"
"2021-09-22T20:36:34.000Z","E11","0.287"
"2021-09-22T20:36:34.000Z","E12","0.296"
"2021-09-22T20:36:34.000Z","E2","1.451"
"2021-09-22T20:36:34.000Z","E3","1.434"
"2021-09-22T20:36:34.000Z","E4","1.394"
"2021-09-22T20:36:34.000Z","E5","1.43"
"2021-09-22T20:36:34.000Z","E6","1.491"
