"time","Position","Readerdata.Value"
"2021-10-14T16:49:14.000Z","D10","0.218"
"2021-10-14T16:49:14.000Z","D11","0.216"
"2021-10-14T16:49:14.000Z","D12","0.23"
"2021-10-14T16:49:14.000Z","D2","1.108"
"2021-10-14T16:49:14.000Z","D3","1.172"
"2021-10-14T16:49:14.000Z","D4","1.125"
"2021-10-14T16:49:14.000Z","D5","1.214"
"2021-10-14T16:49:14.000Z","D6","1.113"
"2021-10-14T16:49:14.000Z","D7","0.202"
"2021-10-14T16:49:14.000Z","D8","0.201"
"2021-10-14T16:49:14.000Z","D9","0.211"
"2021-10-14T16:49:14.000Z","E1","1.174"
"2021-10-14T16:49:14.000Z","E10","0.243"
"2021-10-14T16:49:14.000Z","E11","0.218"
"2021-10-14T16:49:14.000Z","E12","0.203"
"2021-10-14T16:49:14.000Z","E2","1.123"
"2021-10-14T16:49:14.000Z","E3","1.149"
"2021-10-14T16:49:14.000Z","E4","1.168"
"2021-10-14T16:49:14.000Z","E5","1.212"
"2021-10-14T16:49:14.000Z","E6","1.142"
"2021-10-14T16:49:14.000Z","E7","0.205"
"2021-10-14T16:49:14.000Z","E8","0.209"
"2021-10-14T16:49:14.000Z","E9","0.193"
"2021-10-14T16:49:14.000Z","F1","1.134"
"2021-10-14T16:49:14.000Z","F10","0.203"
"2021-10-14T16:49:14.000Z","F11","0.24"
"2021-10-14T16:49:14.000Z","F12","0.208"
"2021-10-14T16:49:14.000Z","F2","1.137"
"2021-10-14T16:49:14.000Z","F3","1.13"
"2021-10-14T16:49:14.000Z","F4","1.165"
"2021-10-14T16:49:14.000Z","F5","1.184"
"2021-10-14T16:49:14.000Z","F6","1.109"
"2021-10-14T16:49:14.000Z","F7","0.2"
"2021-10-14T16:49:14.000Z","F8","0.199"
"2021-10-14T16:49:14.000Z","F9","0.206"
"2021-10-14T16:49:14.000Z","G1","1.11"
"2021-10-14T16:49:14.000Z","G10","0.201"
"2021-10-14T16:49:14.000Z","G11","0.226"
"2021-10-14T16:49:14.000Z","G12","0.204"
"2021-10-14T16:49:14.000Z","G2","1.166"
"2021-10-14T16:49:14.000Z","G3","1.178"
"2021-10-14T16:49:14.000Z","G4","1.123"
"2021-10-14T16:49:14.000Z","G5","1.201"
"2021-10-14T16:49:14.000Z","G6","1.134"
"2021-10-14T16:49:14.000Z","G7","0.197"
"2021-10-14T16:49:14.000Z","G8","0.204"
"2021-10-14T16:49:14.000Z","G9","0.22"
"2021-10-14T16:49:14.000Z","H1","1.188"
"2021-10-14T16:49:14.000Z","H10","0.2"
"2021-10-14T16:49:14.000Z","H11","0.209"
"2021-10-14T16:49:14.000Z","H12","0.198"
"2021-10-14T16:49:14.000Z","H2","1.121"
"2021-10-14T16:49:14.000Z","H3","1.14"
"2021-10-14T16:49:14.000Z","H4","1.14"
"2021-10-14T16:49:14.000Z","H5","1.195"
"2021-10-14T16:49:14.000Z","H6","1.149"
"2021-10-14T16:49:14.000Z","H7","0.202"
"2021-10-14T16:49:14.000Z","H8","0.188"
"2021-10-14T16:49:14.000Z","H9","0.235"
"2021-10-14T17:33:32.000Z","A1","1.138"
"2021-10-14T17:33:32.000Z","A10","0.227"
"2021-10-14T17:33:32.000Z","A11","0.225"
"2021-10-14T17:33:32.000Z","A12","0.208"
"2021-10-14T17:33:32.000Z","A2","1.128"
"2021-10-14T17:33:32.000Z","A3","1.141"
"2021-10-14T17:33:32.000Z","A4","1.249"
"2021-10-14T17:33:32.000Z","A5","1.197"
"2021-10-14T17:33:32.000Z","A6","1.194"
"2021-10-14T17:33:32.000Z","A7","0.216"
"2021-10-14T17:33:32.000Z","A8","0.22"
"2021-10-14T17:33:32.000Z","A9","0.234"
"2021-10-14T17:33:32.000Z","B1","1.15"
"2021-10-14T17:33:32.000Z","B10","0.216"
"2021-10-14T17:33:32.000Z","B11","0.258"
"2021-10-14T17:33:32.000Z","B12","0.216"
"2021-10-14T17:33:32.000Z","B2","1.146"
"2021-10-14T17:33:32.000Z","B3","1.205"
"2021-10-14T17:33:32.000Z","B4","1.215"
"2021-10-14T17:33:32.000Z","B5","1.198"
"2021-10-14T17:33:32.000Z","B6","1.215"
"2021-10-14T17:33:32.000Z","B7","0.206"
"2021-10-14T17:33:32.000Z","B8","0.216"
"2021-10-14T17:33:32.000Z","B9","0.257"
"2021-10-14T17:33:32.000Z","C1","1.108"
"2021-10-14T17:33:32.000Z","C10","0.21"
"2021-10-14T17:33:32.000Z","C11","0.205"
"2021-10-14T17:33:32.000Z","C12","0.212"
"2021-10-14T17:33:32.000Z","C2","1.137"
"2021-10-14T17:33:32.000Z","C3","1.15"
"2021-10-14T17:33:32.000Z","C4","1.218"
"2021-10-14T17:33:32.000Z","C5","1.203"
"2021-10-14T17:33:32.000Z","C6","1.183"
"2021-10-14T17:33:32.000Z","C7","0.202"
"2021-10-14T17:33:32.000Z","C8","0.199"
"2021-10-14T17:33:32.000Z","C9","0.205"
"2021-10-14T17:33:32.000Z","D1","1.168"
"2021-10-14T17:33:32.000Z","D10","0.196"
"2021-10-14T17:33:32.000Z","D11","0.223"
"2021-10-14T17:33:32.000Z","D12","0.234"
"2021-10-14T17:33:32.000Z","D2","1.14"
"2021-10-14T17:33:32.000Z","D3","1.213"
"2021-10-14T17:33:32.000Z","D4","1.15"
"2021-10-14T17:33:32.000Z","D5","1.192"
"2021-10-14T17:33:32.000Z","D6","1.212"
"2021-10-14T17:33:32.000Z","D7","0.234"
"2021-10-14T17:33:32.000Z","D8","0.216"
"2021-10-14T17:33:32.000Z","D9","0.206"
"2021-10-14T17:33:32.000Z","E1","1.176"
"2021-10-14T17:33:32.000Z","E10","0.225"
"2021-10-14T17:33:32.000Z","E11","0.231"
"2021-10-14T17:33:32.000Z","E12","0.235"
"2021-10-14T17:33:32.000Z","E2","1.175"
"2021-10-14T17:33:32.000Z","E3","1.21"
"2021-10-14T17:33:32.000Z","E4","1.159"
"2021-10-14T17:33:32.000Z","E5","1.241"
"2021-10-14T17:33:32.000Z","E6","1.242"
"2021-10-14T17:33:32.000Z","E7","0.219"
"2021-10-14T17:33:32.000Z","E8","0.206"
"2021-10-14T17:33:32.000Z","E9","0.224"
"2021-10-14T17:33:32.000Z","F1","1.204"
"2021-10-14T17:33:32.000Z","F10","0.21"
"2021-10-14T17:33:32.000Z","F11","0.273"
"2021-10-14T17:33:32.000Z","F12","0.224"
"2021-10-14T17:33:32.000Z","F2","1.143"
"2021-10-14T17:33:32.000Z","F3","1.21"
"2021-10-14T17:33:32.000Z","F4","1.171"
"2021-10-14T17:33:32.000Z","F5","1.273"
"2021-10-14T17:33:32.000Z","F6","1.219"
"2021-10-14T17:33:32.000Z","F7","0.218"
"2021-10-14T17:33:32.000Z","F8","0.217"
"2021-10-14T17:33:32.000Z","F9","0.216"
"2021-10-14T17:33:32.000Z","G1","1.212"
"2021-10-14T17:33:32.000Z","G10","0.222"
"2021-10-14T17:33:32.000Z","G11","0.24"
"2021-10-14T17:33:32.000Z","G12","0.227"
"2021-10-14T17:33:32.000Z","G2","1.179"
"2021-10-14T17:33:32.000Z","G3","1.269"
"2021-10-14T17:33:32.000Z","G4","1.147"
"2021-10-14T17:33:32.000Z","G5","1.189"
"2021-10-14T17:33:32.000Z","G6","1.228"
"2021-10-14T17:33:32.000Z","G7","0.212"
"2021-10-14T17:33:32.000Z","G8","0.202"
"2021-10-14T17:33:32.000Z","G9","0.233"
"2021-10-14T17:33:32.000Z","H1","1.159"
"2021-10-14T17:33:32.000Z","H10","0.194"
"2021-10-14T17:33:32.000Z","H11","0.217"
"2021-10-14T17:33:32.000Z","H12","0.235"
"2021-10-14T17:33:32.000Z","H2","1.132"
"2021-10-14T17:33:32.000Z","H3","1.213"
"2021-10-14T17:33:32.000Z","H4","1.182"
"2021-10-14T17:33:32.000Z","H5","1.188"
"2021-10-14T17:33:32.000Z","H6","1.201"
"2021-10-14T17:33:32.000Z","H7","0.196"
"2021-10-14T17:33:32.000Z","H8","0.212"
"2021-10-14T17:33:32.000Z","H9","0.212"
"2021-10-14T18:34:18.000Z","A1","1.179"
"2021-10-14T18:34:18.000Z","A10","0.225"
"2021-10-14T18:34:18.000Z","A11","0.24"
"2021-10-14T18:34:18.000Z","A12","0.252"
"2021-10-14T18:34:18.000Z","A2","1.154"
"2021-10-14T18:34:18.000Z","A3","1.199"
"2021-10-14T18:34:18.000Z","A4","1.155"
"2021-10-14T18:34:18.000Z","A5","1.244"
"2021-10-14T18:34:18.000Z","A6","1.237"
"2021-10-14T18:34:18.000Z","A7","0.225"
"2021-10-14T18:34:18.000Z","A8","0.21"
"2021-10-14T18:34:18.000Z","A9","0.219"
"2021-10-14T18:34:18.000Z","B1","1.208"
"2021-10-14T18:34:18.000Z","B10","0.225"
"2021-10-14T18:34:18.000Z","B11","0.226"
"2021-10-14T18:34:18.000Z","B12","0.237"
"2021-10-14T18:34:18.000Z","B2","1.179"
"2021-10-14T18:34:18.000Z","B3","1.235"
"2021-10-14T18:34:18.000Z","B4","1.206"
"2021-10-14T18:34:18.000Z","B5","1.237"
"2021-10-14T18:34:18.000Z","B6","1.238"
"2021-10-14T18:34:18.000Z","B7","0.217"
"2021-10-14T18:34:18.000Z","B8","0.198"
"2021-10-14T18:34:18.000Z","B9","0.254"
"2021-10-14T18:34:18.000Z","C1","1.147"
"2021-10-14T18:34:18.000Z","C10","0.211"
"2021-10-14T18:34:18.000Z","C11","0.236"
"2021-10-14T18:34:18.000Z","C12","0.233"
"2021-10-14T18:34:18.000Z","C2","1.131"
"2021-10-14T18:34:18.000Z","C3","1.256"
"2021-10-14T18:34:18.000Z","C4","1.175"
"2021-10-14T18:34:18.000Z","C5","1.295"
"2021-10-14T18:34:18.000Z","C6","1.247"
"2021-10-14T18:34:18.000Z","C7","0.21"
"2021-10-14T18:34:18.000Z","C8","0.205"
"2021-10-14T18:34:18.000Z","C9","0.274"
"2021-10-14T18:34:18.000Z","D1","1.153"
"2021-10-14T18:34:18.000Z","D10","0.206"
"2021-10-14T18:34:18.000Z","D11","0.226"
"2021-10-14T18:34:18.000Z","D12","0.266"
"2021-10-14T18:34:18.000Z","D2","1.155"
"2021-10-14T18:34:18.000Z","D3","1.224"
"2021-10-14T18:34:18.000Z","D4","1.192"
"2021-10-14T18:34:18.000Z","D5","1.23"
"2021-10-14T18:34:18.000Z","D6","1.25"
"2021-10-14T18:34:18.000Z","D7","0.213"
"2021-10-14T18:34:18.000Z","D8","0.206"
"2021-10-14T18:34:18.000Z","D9","0.225"
"2021-10-14T18:34:18.000Z","E1","1.152"
"2021-10-14T18:34:18.000Z","E10","0.244"
"2021-10-14T18:34:18.000Z","E11","0.24"
"2021-10-14T18:34:18.000Z","E12","0.264"
"2021-10-14T18:34:18.000Z","E2","1.155"
"2021-10-14T18:34:18.000Z","E3","1.256"
"2021-10-14T18:34:18.000Z","E4","1.24"
"2021-10-14T18:34:18.000Z","E5","1.236"
"2021-10-14T18:34:18.000Z","E6","1.287"
"2021-10-14T18:34:18.000Z","E7","0.206"
"2021-10-14T18:34:18.000Z","E8","0.202"
"2021-10-14T18:34:18.000Z","E9","0.233"
"2021-10-14T18:34:18.000Z","F1","1.157"
"2021-10-14T18:34:18.000Z","F10","0.252"
"2021-10-14T18:34:18.000Z","F11","0.239"
"2021-10-14T18:34:18.000Z","F12","0.259"
"2021-10-14T18:34:18.000Z","F2","1.176"
"2021-10-14T18:34:18.000Z","F3","1.207"
"2021-10-14T18:34:18.000Z","F4","1.209"
"2021-10-14T18:34:18.000Z","F5","1.248"
"2021-10-14T18:34:18.000Z","F6","1.273"
"2021-10-14T18:34:18.000Z","F7","0.24"
"2021-10-14T18:34:18.000Z","F8","0.211"
"2021-10-14T18:34:18.000Z","F9","0.224"
"2021-10-14T18:34:18.000Z","G1","1.186"
"2021-10-14T18:34:18.000Z","G10","0.234"
"2021-10-14T18:34:18.000Z","G11","0.232"
"2021-10-14T18:34:18.000Z","G12","0.249"
"2021-10-14T18:34:18.000Z","G2","1.191"
"2021-10-14T18:34:18.000Z","G3","1.165"
"2021-10-14T18:34:18.000Z","G4","1.234"
"2021-10-14T18:34:18.000Z","G5","1.201"
"2021-10-14T18:34:18.000Z","G6","1.28"
"2021-10-14T18:34:18.000Z","G7","0.213"
"2021-10-14T18:34:18.000Z","G8","0.212"
"2021-10-14T18:34:18.000Z","G9","0.217"
"2021-10-14T18:34:18.000Z","H1","1.182"
"2021-10-14T18:34:18.000Z","H10","0.236"
"2021-10-14T18:34:18.000Z","H11","0.239"
"2021-10-14T18:34:18.000Z","H12","0.234"
"2021-10-14T18:34:18.000Z","H2","1.23"
"2021-10-14T18:34:18.000Z","H3","1.182"
"2021-10-14T18:34:18.000Z","H4","1.244"
"2021-10-14T18:34:18.000Z","H5","1.227"
"2021-10-14T18:34:18.000Z","H6","1.216"
"2021-10-14T18:34:18.000Z","H7","0.204"
"2021-10-14T18:34:18.000Z","H8","0.22"
"2021-10-14T18:34:18.000Z","H9","0.207"
"2021-10-14T19:34:15.000Z","A1","1.182"
"2021-10-14T19:34:15.000Z","A10","0.222"
"2021-10-14T19:34:15.000Z","A11","0.251"
"2021-10-14T19:34:15.000Z","A12","0.272"
"2021-10-14T19:34:15.000Z","A2","1.199"
"2021-10-14T19:34:15.000Z","A3","1.198"
"2021-10-14T19:34:15.000Z","A4","1.212"
"2021-10-14T19:34:15.000Z","A5","1.292"
"2021-10-14T19:34:15.000Z","A6","1.388"
"2021-10-14T19:34:15.000Z","A7","0.219"
"2021-10-14T19:34:15.000Z","A8","0.215"
"2021-10-14T19:34:15.000Z","A9","0.247"
"2021-10-14T19:34:15.000Z","B1","1.192"
"2021-10-14T19:34:15.000Z","B10","0.233"
"2021-10-14T19:34:15.000Z","B11","0.236"
"2021-10-14T19:34:15.000Z","B12","0.261"
"2021-10-14T19:34:15.000Z","B2","1.206"
"2021-10-14T19:34:15.000Z","B3","1.221"
"2021-10-14T19:34:15.000Z","B4","1.238"
"2021-10-14T19:34:15.000Z","B5","1.278"
"2021-10-14T19:34:15.000Z","B6","1.366"
"2021-10-14T19:34:15.000Z","B7","0.228"
"2021-10-14T19:34:15.000Z","B8","0.21"
"2021-10-14T19:34:15.000Z","B9","0.231"
"2021-10-14T19:34:15.000Z","C1","1.198"
"2021-10-14T19:34:15.000Z","C10","0.234"
"2021-10-14T19:34:15.000Z","C11","0.239"
"2021-10-14T19:34:15.000Z","C12","0.249"
"2021-10-14T19:34:15.000Z","C2","1.158"
"2021-10-14T19:34:15.000Z","C3","1.182"
"2021-10-14T19:34:15.000Z","C4","1.234"
"2021-10-14T19:34:15.000Z","C5","1.309"
"2021-10-14T19:34:15.000Z","C6","1.338"
"2021-10-14T19:34:15.000Z","C7","0.213"
"2021-10-14T19:34:15.000Z","C8","0.208"
"2021-10-14T19:34:15.000Z","C9","0.243"
"2021-10-14T19:34:15.000Z","D1","1.192"
"2021-10-14T19:34:15.000Z","D10","0.221"
"2021-10-14T19:34:15.000Z","D11","0.234"
"2021-10-14T19:34:15.000Z","D12","0.241"
"2021-10-14T19:34:15.000Z","D2","1.178"
"2021-10-14T19:34:15.000Z","D3","1.234"
"2021-10-14T19:34:15.000Z","D4","1.233"
"2021-10-14T19:34:15.000Z","D5","1.29"
"2021-10-14T19:34:15.000Z","D6","1.309"
"2021-10-14T19:34:15.000Z","D7","0.211"
"2021-10-14T19:34:15.000Z","D8","0.233"
"2021-10-14T19:34:15.000Z","D9","0.225"
"2021-10-14T19:34:15.000Z","E1","1.245"
"2021-10-14T19:34:15.000Z","E10","0.249"
"2021-10-14T19:34:15.000Z","E11","0.285"
"2021-10-14T19:34:15.000Z","E12","0.254"
"2021-10-14T19:34:15.000Z","E2","1.177"
"2021-10-14T19:34:15.000Z","E3","1.236"
"2021-10-14T19:34:15.000Z","E4","1.282"
"2021-10-14T19:34:15.000Z","E5","1.339"
"2021-10-14T19:34:15.000Z","E6","1.299"
"2021-10-14T19:34:15.000Z","E7","0.225"
"2021-10-14T19:34:15.000Z","E8","0.211"
"2021-10-14T19:34:15.000Z","E9","0.22"
"2021-10-14T19:34:15.000Z","F1","1.167"
"2021-10-14T19:34:15.000Z","F10","0.266"
"2021-10-14T19:34:15.000Z","F11","0.289"
"2021-10-14T19:34:15.000Z","F12","0.25"
"2021-10-14T19:34:15.000Z","F2","1.2"
"2021-10-14T19:34:15.000Z","F3","1.219"
"2021-10-14T19:34:15.000Z","F4","1.249"
"2021-10-14T19:34:15.000Z","F5","1.294"
"2021-10-14T19:34:15.000Z","F6","1.263"
"2021-10-14T19:34:15.000Z","F7","0.21"
"2021-10-14T19:34:15.000Z","F8","0.263"
"2021-10-14T19:34:15.000Z","F9","0.224"
"2021-10-14T19:34:15.000Z","G1","1.232"
"2021-10-14T19:34:15.000Z","G10","0.224"
"2021-10-14T19:34:15.000Z","G11","0.262"
"2021-10-14T19:34:15.000Z","G12","0.259"
"2021-10-14T19:34:15.000Z","G2","1.245"
"2021-10-14T19:34:15.000Z","G3","1.244"
"2021-10-14T19:34:15.000Z","G4","1.216"
"2021-10-14T19:34:15.000Z","G5","1.309"
"2021-10-14T19:34:15.000Z","G6","1.271"
"2021-10-14T19:34:15.000Z","G7","0.233"
"2021-10-14T19:34:15.000Z","G8","0.232"
"2021-10-14T19:34:15.000Z","G9","0.232"
"2021-10-14T19:34:15.000Z","H1","1.252"
"2021-10-14T19:34:15.000Z","H10","0.221"
"2021-10-14T19:34:15.000Z","H11","0.254"
"2021-10-14T19:34:15.000Z","H12","0.24"
"2021-10-14T19:34:15.000Z","H2","1.176"
"2021-10-14T19:34:15.000Z","H3","1.261"
"2021-10-14T19:34:15.000Z","H4","1.219"
"2021-10-14T19:34:15.000Z","H5","1.318"
"2021-10-14T19:34:15.000Z","H6","1.302"
"2021-10-14T19:34:15.000Z","H7","0.22"
"2021-10-14T19:34:15.000Z","H8","0.213"
"2021-10-14T19:34:15.000Z","H9","0.227"
"2021-10-14T20:34:21.000Z","A1","1.176"
"2021-10-14T20:34:21.000Z","A10","0.253"
"2021-10-14T20:34:21.000Z","A11","0.27"
"2021-10-14T20:34:21.000Z","A12","0.27"
"2021-10-14T20:34:21.000Z","A2","1.259"
"2021-10-14T20:34:21.000Z","A3","1.237"
"2021-10-14T20:34:21.000Z","A4","1.271"
"2021-10-14T20:34:21.000Z","A5","1.372"
"2021-10-14T20:34:21.000Z","A6","1.323"
"2021-10-14T20:34:21.000Z","A7","0.231"
"2021-10-14T20:34:21.000Z","A8","0.235"
"2021-10-14T20:34:21.000Z","A9","0.241"
"2021-10-14T20:34:21.000Z","B1","1.192"
"2021-10-14T20:34:21.000Z","B10","0.236"
"2021-10-14T20:34:21.000Z","B11","0.305"
"2021-10-14T20:34:21.000Z","B12","0.268"
"2021-10-14T20:34:21.000Z","B2","1.25"
"2021-10-14T20:34:21.000Z","B3","1.267"
"2021-10-14T20:34:21.000Z","B4","1.298"
"2021-10-14T20:34:21.000Z","B5","1.313"
"2021-10-14T20:34:21.000Z","B6","1.36"
"2021-10-14T20:34:21.000Z","B7","0.208"
"2021-10-14T20:34:21.000Z","B8","0.229"
"2021-10-14T20:34:21.000Z","B9","0.235"
"2021-10-14T20:34:21.000Z","C1","1.159"
"2021-10-14T20:34:21.000Z","C10","0.259"
"2021-10-14T20:34:21.000Z","C11","0.257"
"2021-10-14T20:34:21.000Z","C12","0.253"
"2021-10-14T20:34:21.000Z","C2","1.212"
"2021-10-14T20:34:21.000Z","C3","1.295"
"2021-10-14T20:34:21.000Z","C4","1.307"
"2021-10-14T20:34:21.000Z","C5","1.325"
"2021-10-14T20:34:21.000Z","C6","1.31"
"2021-10-14T20:34:21.000Z","C7","0.214"
"2021-10-14T20:34:21.000Z","C8","0.234"
"2021-10-14T20:34:21.000Z","C9","0.231"
"2021-10-14T20:34:21.000Z","D1","1.175"
"2021-10-14T20:34:21.000Z","D10","0.261"
"2021-10-14T20:34:21.000Z","D11","0.276"
"2021-10-14T20:34:21.000Z","D12","0.258"
"2021-10-14T20:34:21.000Z","D2","1.177"
"2021-10-14T20:34:21.000Z","D3","1.272"
"2021-10-14T20:34:21.000Z","D4","1.242"
"2021-10-14T20:34:21.000Z","D5","1.423"
"2021-10-14T20:34:21.000Z","D6","1.357"
"2021-10-14T20:34:21.000Z","D7","0.223"
"2021-10-14T20:34:21.000Z","D8","0.215"
"2021-10-14T20:34:21.000Z","D9","0.226"
"2021-10-14T20:34:21.000Z","E1","1.196"
"2021-10-14T20:34:21.000Z","E10","0.239"
"2021-10-14T20:34:21.000Z","E11","0.273"
"2021-10-14T20:34:21.000Z","E12","0.291"
"2021-10-14T20:34:21.000Z","E2","1.231"
"2021-10-14T20:34:21.000Z","E3","1.3"
"2021-10-14T20:34:21.000Z","E4","1.292"
"2021-10-14T20:34:21.000Z","E5","1.384"
"2021-10-14T20:34:21.000Z","E6","1.392"
